Time (ms),Accelerometer X (mGal),Accelerometer Y (mGal),Accelerometer Z (mGal),Gyro X,Gyro Y,Gyro Z,Magnetic X,Magnetic Y,Magnetic Z,Locomotion,Arm Motion,Arm Object
1133,-975,484,621,-1355,-322,-160,272,39,-777,0,0,0
1167,-1028,372,740,-2113,-536,-81,265,98,-767,0,0,0
1200,-1012,298,912,-2564,-799,-4,253,169,-748,0,0,0
1233,-1068,292,957,-2740,-1239,164,236,242,-717,0,0,0
1267,-1153,374,1066,-2934,-1499,143,216,309,-676,0,0,0
1300,-1270,551,1170,-3555,-1767,513,191,372,-630,0,0,0
1333,-1295,495,1103,-4408,-1832,766,172,442,-563,0,0,0
1367,-1476,375,1111,-5064,-2194,536,151,516,-479,0,0,0
1400,-1331,62,964,-4637,-2833,-432,115,581,-392,0,0,0
1433,-1074,-116,704,-2740,-3721,-1620,63,626,-327,0,0,0
1467,-815,118,499,-864,-4176,-2351,-26,637,-297,0,0,0
1500,-812,360,584,-1071,-4487,-2752,-127,638,-264,0,0,0
1533,-598,487,464,-1193,-4445,-2361,-246,627,-206,0,0,0
1567,-435,454,557,-897,-4464,-1836,-317,616,-139,0,0,0
1600,-162,146,368,-1426,-4681,-2106,-366,604,-59,0,0,0
1633,224,-103,218,-173,-4035,-1247,-402,586,17,0,0,0
1667,261,-98,354,-1153,-3749,-1366,-421,571,84,0,0,0
1700,603,-455,5,-1063,-3268,-1574,-435,536,173,0,0,0
1733,804,-210,65,421,-2757,-1226,-439,517,217,0,0,0
1767,1002,-79,-60,-140,-2024,-815,-443,507,252,0,0,0
1800,1039,-167,-46,113,-1254,-195,-438,501,275,0,0,0
1833,1002,-238,84,702,-673,140,-431,504,281,0,0,0
1867,908,-209,305,781,-411,347,-414,515,266,0,0,0
1900,836,-229,359,1029,-740,236,-407,525,259,0,0,0
1933,844,-167,298,2209,-1494,-294,-404,536,252,0,0,0
1967,904,95,289,3402,-2224,-378,-401,552,221,0,0,0
2000,1133,366,150,4227,-3109,-374,-393,571,182,0,0,0
2033,1262,639,41,5815,-3782,-262,-383,591,122,0,0,0
2067,1246,989,-25,7767,-3660,464,-373,608,28,0,0,0
2100,1156,1313,-339,8650,-2747,965,-370,609,-86,0,0,0
2133,1270,1121,-498,9380,-1062,1710,-350,572,-247,0,0,0
2167,1135,1383,-616,8897,1193,1428,-310,487,-421,0,0,0
2200,561,1499,-152,8274,4008,2060,-220,352,-597,0,0,0
2233,40,369,361,6552,6897,1638,-60,201,-703,0,0,0
2267,420,611,-47,-3429,-2862,-2872,-41,189,-705,0,0,0
2300,1201,-1521,1411,3033,1663,-659,9,188,-711,0,0,0
2333,1402,274,182,-573,906,-130,41,166,-717,0,0,0
2367,806,109,504,-672,-152,84,27,212,-686,0,0,0
2400,738,-38,564,-327,62,191,25,221,-683,0,0,0
2433,842,-206,557,-401,183,319,42,212,-698,0,0,0
2467,870,-231,473,-392,153,194,48,219,-693,0,0,0
2500,771,-260,521,-485,207,42,50,232,-691,0,0,0
2533,753,-214,532,-262,203,-109,48,249,-675,0,0,0
2567,758,-135,513,-177,104,-118,50,254,-673,0,0,0
2600,805,-144,498,-180,44,-41,59,250,-678,0,0,0
2633,820,-165,513,-119,199,28,59,252,-679,0,0,0
2667,824,-198,551,-61,126,-12,65,255,-676,0,0,0
2700,807,-192,554,3,91,-30,61,261,-672,0,0,0
2733,755,-219,635,69,86,-69,62,260,-672,0,0,0
2767,701,-232,673,90,154,-104,69,253,-676,0,0,0
2800,594,-218,763,-369,329,-303,74,258,-674,0,0,0
2833,515,-227,923,-872,337,-660,74,275,-667,0,0,0
2867,507,-216,956,-1042,290,-786,66,301,-654,0,0,0
2900,515,-178,858,-1316,463,-1016,64,329,-638,0,0,0
2933,554,-207,768,-1892,756,-1261,65,364,-620,0,0,0
2967,561,-168,788,-2026,920,-1582,62,407,-592,0,0,0
3000,571,-154,766,-2124,1022,-1958,54,448,-560,0,0,0
3033,562,-87,729,-2404,1226,-2373,25,498,-519,0,0,0
3067,525,-61,862,-2577,1234,-2742,-3,541,-475,0,0,0
3100,508,-24,923,-2705,983,-3221,-34,574,-431,0,0,0
3133,469,78,947,-2900,804,-3684,-95,599,-378,0,0,0
3167,413,138,1018,-2722,327,-4080,-171,612,-325,0,0,0
3200,416,220,1003,-2650,-277,-4631,-282,602,-266,0,0,0
3233,392,459,936,-2738,-685,-4863,-382,569,-210,0,0,0
3267,386,614,917,-2047,-1054,-4614,-462,521,-161,0,0,0
3300,431,795,870,-1511,-1598,-4222,-539,455,-112,0,0,0
3333,503,971,687,-2048,-1933,-3722,-599,385,-53,0,0,0
3367,588,843,583,-2300,-2052,-3320,-649,309,16,0,0,0
3400,707,793,396,-1793,-2107,-2875,-674,241,83,0,0,0
3433,919,798,34,-968,-1782,-2290,-689,191,135,0,0,0
3467,1172,711,-98,-29,-1216,-1401,-694,152,168,0,0,0
3500,1172,755,16,292,-795,-784,-694,133,187,0,0,0
3533,1108,797,35,-307,-282,-295,-680,117,197,0,0,0
3567,950,624,213,-154,3,94,-678,115,200,0,0,0
3600,841,587,318,269,-20,345,-690,124,201,0,0,0
3633,773,512,343,390,-98,457,-689,133,202,0,0,0
3667,763,472,343,531,-70,455,-684,146,201,0,0,0
3700,789,468,289,774,20,475,-671,162,198,0,0,0
3733,800,497,297,900,291,580,-666,178,188,0,0,0
3767,828,517,274,971,393,702,-676,195,177,0,0,0
3800,877,522,241,1091,371,793,-671,215,163,0,0,0
3833,899,561,192,1385,304,979,-667,238,146,0,0,0
3867,863,616,177,1775,155,1077,-653,271,123,0,0,0
3900,877,676,109,2126,-29,1211,-641,300,105,0,0,0
3933,985,713,31,2707,-161,1489,-635,331,84,0,0,0
3967,1077,795,-98,3473,-187,1745,-616,370,52,0,0,0
4000,1109,942,-235,4241,-34,1936,-592,409,7,0,0,0
4033,1127,1120,-380,5052,276,2011,-556,444,-67,0,0,0
4067,951,1512,-133,5633,372,2271,-524,465,-154,0,0,0
4100,783,1528,-149,6237,473,2641,-488,471,-244,0,0,0
4133,611,1554,-574,7571,1483,2904,-434,443,-372,0,0,0
4167,215,1566,-562,7877,3591,3049,-342,368,-517,0,0,0
4200,142,1050,9,7113,6320,3205,-178,239,-661,0,0,0
4233,-989,189,356,-3712,-4423,2114,-53,162,-712,0,0,0
4267,985,-1212,958,79,2922,2722,-34,189,-706,0,0,0
4300,732,481,254,94,1511,151,17,181,-712,0,0,0
4333,867,320,159,-671,-663,-471,14,197,-707,0,0,0
4367,875,-51,653,-330,-495,-32,-47,247,-672,0,0,0
4400,856,43,467,-542,286,382,-40,256,-668,0,0,0
4433,837,-138,337,-164,19,318,-8,237,-688,0,0,0
4467,864,-244,469,-297,-113,105,-10,241,-686,0,0,0
4500,850,-135,484,-179,1,-1,-12,245,-685,0,0,0
4533,835,-90,451,-90,88,90,-25,267,-667,0,0,0
4567,848,-141,416,-18,90,65,-21,268,-669,0,0,0
4600,863,-164,446,111,45,45,-8,253,-679,0,0,0
4633,862,-123,475,83,93,0,-8,250,-679,0,0,0
4667,867,-155,504,73,91,-7,-5,250,-681,0,0,0
4700,866,-142,496,79,48,-75,-12,256,-675,0,0,0
4733,849,-136,507,97,125,-127,-13,253,-676,0,0,0
4767,818,-113,520,62,114,-193,-6,244,-681,0,0,0
4800,745,-108,554,-78,220,-267,-5,244,-681,0,0,0
4833,616,-205,728,-399,319,-456,-3,251,-681,0,0,0
4867,545,-204,865,-823,131,-1111,-13,270,-670,0,0,0
4900,454,-145,896,-1399,279,-1354,-24,297,-657,0,0,0
4933,409,-190,915,-1449,528,-1583,-24,322,-644,0,0,0
4967,356,-160,1089,-1553,421,-2061,-38,350,-628,0,0,0
5000,296,96,1065,-2005,318,-2663,-64,377,-606,0,0,0
5033,356,182,945,-3296,450,-3415,-119,426,-568,0,0,0
5067,386,158,979,-3620,355,-4115,-174,472,-516,0,0,0
5100,330,352,1010,-3290,86,-4792,-229,489,-465,0,0,0
5133,329,704,932,-3440,-261,-5405,-320,483,-410,0,0,0
5167,298,948,934,-2871,-475,-5281,-412,452,-358,0,0,0
5200,210,1236,996,-2209,-1192,-4962,-515,394,-304,0,0,0
5233,215,1496,762,-2507,-1874,-4453,-586,333,-251,0,0,0
5267,408,1373,635,-2665,-2192,-3767,-630,279,-191,0,0,0
5300,531,1232,490,-2077,-2574,-3157,-672,218,-118,0,0,0
5333,685,1097,223,-1313,-2605,-2371,-700,169,-49,0,0,0
5367,754,961,58,-679,-2321,-1759,-706,127,22,0,0,0
5400,972,913,-91,-557,-1784,-1213,-710,95,73,0,0,0
5433,1064,788,-97,-752,-1131,-691,-719,74,102,0,0,0
5467,923,661,107,-336,-756,-422,-718,62,123,0,0,0
5500,950,635,244,-14,-500,-69,-716,55,139,0,0,0
5533,867,571,331,135,-270,160,-701,63,146,0,0,0
5567,786,602,382,23,-177,278,-699,68,150,0,0,0
5600,703,564,399,97,-15,343,-708,71,155,0,0,0
5633,651,564,439,202,-7,350,-707,81,155,0,0,0
5667,680,519,361,201,-24,404,-705,90,155,0,0,0
5700,752,539,237,555,-31,407,-697,100,153,0,0,0
5733,797,591,134,1244,30,543,-694,117,149,0,0,0
5767,815,717,54,1650,220,680,-698,133,141,0,0,0
5800,861,798,-13,1565,441,895,-695,157,126,0,0,0
5833,959,880,-70,1786,395,1157,-692,182,108,0,0,0
5867,1016,1009,-90,2977,118,1598,-679,221,82,0,0,0
5900,1080,1193,-126,4036,57,2338,-660,270,53,0,0,0
5933,1012,1344,-242,4763,416,2865,-648,323,11,0,0,0
5967,901,1478,-327,5375,1281,3095,-612,379,-65,0,0,0
6000,690,1802,-252,5730,2264,3412,-558,420,-173,0,0,0
6033,365,1809,-264,6611,3038,3655,-466,440,-319,0,0,0
6067,106,1808,-244,6568,4101,4096,-356,413,-470,0,0,0
6100,-235,1657,208,5665,5558,4808,-223,356,-591,0,0,0
6133,-445,713,278,5644,6747,4914,-24,255,-678,0,0,0
6167,-1700,-1213,153,-2259,-3526,-1175,47,217,-689,0,0,0
6200,239,-1270,1408,-650,611,877,51,234,-684,0,0,0
6233,599,734,252,266,1490,-113,74,214,-689,0,0,0
6267,894,79,406,-785,439,-182,78,247,-674,0,0,0
6300,715,-2,531,-386,-315,-53,75,258,-671,0,0,0
6333,776,17,640,-156,-288,272,67,265,-670,0,0,0
6367,798,-162,535,-76,-115,221,80,256,-671,0,0,0
6400,813,-223,558,2,-100,-10,80,256,-671,0,0,0
6433,780,-164,634,-97,-139,-260,65,266,-669,0,0,0
6467,775,-76,584,-47,-58,-212,60,267,-670,0,0,0
6500,784,-30,590,-17,0,-134,56,269,-668,0,0,0
6533,775,-47,587,44,-77,-66,58,264,-670,0,0,0
6567,811,-92,594,83,-110,-38,57,263,-669,0,0,0
6600,810,-81,598,93,-115,41,49,264,-670,0,0,0
6633,814,-84,569,124,-114,7,45,263,-673,0,0,0
6667,818,-78,598,128,-53,10,43,258,-673,0,0,0
6700,781,-82,604,77,-75,-55,44,252,-675,0,0,0
6733,770,-87,589,31,-22,-76,41,253,-674,0,0,0
6767,696,-92,743,-35,3,-100,38,256,-675,0,0,0
6800,619,-84,817,-451,-34,-229,36,262,-673,0,0,0
6833,487,-107,916,-840,-33,-425,30,278,-666,0,0,0
6867,423,-149,940,-1191,-124,-833,20,301,-655,0,0,0
6900,357,-176,915,-1599,-129,-1357,1,334,-638,0,0,0
6933,318,-143,927,-2068,-2,-2025,-18,370,-615,0,0,0
6967,307,-100,1019,-2620,-96,-2846,-58,412,-582,0,0,0
7000,331,71,946,-3300,-180,-3853,-114,455,-537,0,0,0
7033,352,242,845,-4034,-51,-4680,-210,495,-475,0,0,0
7067,296,454,996,-4497,-1,-5400,-302,514,-401,0,0,0
7100,261,826,1005,-4912,-33,-5689,-382,506,-325,0,0,0
7133,229,986,1164,-4562,-79,-5674,-476,466,-249,0,0,0
7167,217,1234,1120,-3595,-533,-5512,-556,396,-189,0,0,0
7200,233,1462,956,-3333,-990,-5115,-638,304,-129,0,0,0
7233,257,1561,899,-3647,-1297,-4455,-685,218,-72,0,0,0
7267,425,1373,669,-3141,-1550,-3662,-709,146,-21,0,0,0
7300,692,1178,443,-2094,-1420,-2733,-723,80,25,0,0,0
7333,945,1017,260,-1378,-1112,-1842,-729,29,58,0,0,0
7367,1111,870,122,-1166,-965,-1204,-718,-11,89,0,0,0
7400,1232,691,102,-940,-906,-752,-714,-35,110,0,0,0
7433,1222,544,173,-56,-862,-166,-723,-44,129,0,0,0
7467,998,549,288,731,-469,254,-722,-40,146,0,0,0
7500,698,630,528,490,-150,551,-719,-27,153,0,0,0
7533,535,555,586,350,47,802,-705,-8,155,0,0,0
7567,478,385,671,446,113,930,-704,15,153,0,0,0
7600,562,263,647,494,33,774,-715,33,149,0,0,0
7633,695,285,511,775,67,571,-713,48,147,0,0,0
7667,730,421,465,1232,316,696,-712,66,139,0,0,0
7700,822,587,428,1368,368,918,-704,92,127,0,0,0
7733,875,679,273,1492,467,1176,-702,120,112,0,0,0
7767,891,710,273,2103,474,1589,-706,153,90,0,0,0
7800,916,811,215,2673,428,1859,-699,197,67,0,0,0
7833,907,916,210,3229,569,2407,-682,244,32,0,0,0
7867,859,1013,244,4076,757,2837,-647,303,-20,0,0,0
7900,781,1223,251,4382,964,3158,-612,355,-83,0,0,0
7933,688,1394,249,4487,1219,3580,-580,401,-154,0,0,0
7967,610,1424,337,5142,1353,3833,-521,434,-242,0,0,0
8000,523,1577,358,5502,1358,4003,-451,443,-341,0,0,0
8033,453,1620,326,5942,1519,4199,-352,429,-452,0,0,0
8067,221,1531,263,6724,2326,4394,-254,370,-562,0,0,0
8100,-88,1395,550,6455,3722,4505,-151,276,-654,0,0,0
8133,-74,806,-101,4546,5934,4209,8,164,-708,0,0,0
8167,1120,547,-317,-4905,-2036,-386,-48,210,-693,0,0,0
8200,1808,-1876,741,1035,2328,850,21,204,-694,0,0,0
8233,801,513,166,-457,1062,-165,54,193,-698,0,0,0
8267,717,446,298,-625,-216,-272,61,228,-686,0,0,0
8300,484,259,783,58,-481,156,50,232,-685,0,0,0
8333,797,-7,621,-207,-87,381,44,233,-686,0,0,0
8367,915,-84,584,-93,-173,133,30,226,-687,0,0,0
8400,802,-36,590,-77,-200,-112,25,226,-687,0,0,0
8433,770,30,591,-141,53,-154,33,239,-682,0,0,0
8467,771,94,609,-127,121,-55,34,240,-683,0,0,0
8500,790,85,588,-52,-26,8,35,243,-682,0,0,0
8533,807,62,601,-30,-91,67,26,238,-683,0,0,0
8567,825,-13,590,-81,-79,33,22,241,-684,0,0,0
8600,810,-20,595,-140,88,-13,29,247,-681,0,0,0
8633,778,-25,623,-160,212,-123,32,251,-679,0,0,0
8667,701,-29,731,-163,214,-201,35,254,-677,0,0,0
8700,595,-40,822,-374,-53,-429,27,259,-675,0,0,0
8733,608,-48,796,-517,-317,-718,16,269,-670,0,0,0
8767,571,53,798,-846,-290,-888,6,286,-663,0,0,0
8800,440,55,969,-1540,-218,-866,-8,313,-650,0,0,0
8833,442,-78,1030,-2037,-281,-1169,-28,351,-628,0,0,0
8867,440,-69,981,-2482,-245,-1624,-65,397,-596,0,0,0
8900,408,-31,982,-3233,-97,-2326,-100,448,-554,0,0,0
8933,403,43,963,-3547,29,-3019,-134,494,-500,0,0,0
8967,378,158,1004,-3261,-48,-3647,-196,523,-443,0,0,0
9000,353,412,1036,-3524,-284,-4293,-272,532,-382,0,0,0
9033,337,727,1087,-3950,-627,-4621,-383,527,-305,0,0,0
9067,336,933,1006,-4224,-1009,-4768,-470,496,-223,0,0,0
9100,330,1092,910,-4616,-1273,-4875,-535,447,-142,0,0,0
9133,274,1166,870,-4254,-1541,-4794,-606,370,-57,0,0,0
9167,314,1225,685,-3323,-1668,-4336,-656,283,17,0,0,0
9200,409,1318,557,-2817,-1907,-3654,-692,185,94,0,0,0
9233,638,1167,156,-2272,-1758,-2973,-703,107,151,0,0,0
9267,911,1057,-158,-1512,-1238,-2103,-707,49,185,0,0,0
9300,1137,897,-282,-830,-696,-1430,-705,7,209,0,0,0
9333,1179,780,-124,-85,-105,-732,-706,-19,216,0,0,0
9367,1134,649,265,498,-84,-172,-692,-23,218,0,0,0
9400,1014,617,369,359,-220,90,-689,-20,220,0,0,0
9433,910,584,412,115,-124,366,-702,-15,224,0,0,0
9467,717,460,505,528,128,411,-703,-4,223,0,0,0
9500,653,531,553,331,81,349,-701,5,221,0,0,0
9533,629,493,597,-65,72,353,-692,15,219,0,0,0
9567,681,396,616,87,-11,314,-692,21,218,0,0,0
9600,739,371,559,143,-50,285,-699,28,220,0,0,0
9633,730,357,570,91,-51,182,-698,31,221,0,0,0
9667,736,384,492,-26,-29,152,-698,37,222,0,0,0
9700,772,427,339,25,86,205,-693,41,223,0,0,0
9733,819,525,240,717,272,424,-694,50,217,0,0,0
9767,882,680,186,1182,357,670,-699,65,205,0,0,0
9800,954,829,33,1275,380,1032,-700,89,194,0,0,0
9833,1035,812,13,2227,209,1480,-697,129,178,0,0,0
9867,1123,1020,-47,3269,-25,1974,-681,187,162,0,0,0
9900,1131,1220,-89,4469,-6,2590,-662,253,134,0,0,0
9933,1211,1430,-166,5622,254,3200,-645,323,88,0,0,0
9967,1101,1733,-46,6191,850,3421,-604,395,8,0,0,0
10000,983,1808,12,6774,1709,3315,-557,445,-108,0,0,0
10033,308,1805,140,7063,2579,4125,-466,476,-262,0,0,0
10067,-10,1804,104,7110,3511,5104,-347,468,-421,0,0,0
10100,-535,1761,281,6425,4875,5581,-212,417,-555,0,0,0
10133,-821,499,228,5164,6343,4959,-15,321,-648,0,0,0
10167,-655,348,-654,509,-7150,-5785,-28,279,-663,0,0,0
10200,1113,-1550,1617,463,917,1541,-5,274,-669,0,0,0
10233,946,667,216,-152,1188,232,25,250,-682,0,0,0
10267,807,72,244,-295,235,-31,29,272,-671,0,0,0
10300,885,-177,572,-55,-401,-144,20,274,-669,0,0,0
10333,817,-20,599,-156,145,-221,15,277,-668,0,0,0
10367,805,-48,572,-580,390,-137,31,280,-667,0,0,0
10400,865,-149,557,252,117,-283,34,283,-663,0,0,0
10433,792,82,591,230,-50,-288,26,281,-665,0,0,0
10467,795,40,621,-29,-18,-163,19,283,-667,0,0,0
10500,822,-34,595,200,-28,-125,19,279,-665,0,0,0
10533,843,13,541,278,-20,-217,17,265,-673,0,0,0
10567,837,49,595,230,-110,-186,14,261,-675,0,0,0
10600,847,54,587,209,-128,-102,8,261,-673,0,0,0
10633,838,39,585,319,-90,-72,3,256,-676,0,0,0
10667,814,69,592,210,-56,-121,1,249,-679,0,0,0
10700,806,69,572,151,30,-123,1,240,-681,0,0,0
10733,786,110,604,200,83,-108,1,236,-683,0,0,0
10767,750,105,638,61,74,-96,0,236,-683,0,0,0
10800,685,75,702,15,59,-131,0,238,-683,0,0,0
10833,642,48,734,-139,-62,-238,-2,237,-685,0,0,0
10867,608,25,776,-559,-168,-476,-11,245,-681,0,0,0
10900,589,-21,769,-616,-235,-697,-20,258,-675,0,0,0
10933,590,13,770,-509,-411,-1060,-34,271,-668,0,0,0
10967,553,33,691,-674,-417,-1411,-60,282,-660,0,0,0
11000,549,119,627,-939,-256,-1702,-82,294,-651,0,0,0
11033,521,166,583,-1311,-92,-2027,-114,309,-638,0,0,0
11067,535,143,580,-1509,101,-2548,-144,327,-621,0,0,0
11100,514,195,556,-1665,275,-3144,-165,343,-605,0,0,0
11133,485,304,489,-1801,568,-3598,-201,353,-587,0,0,0
11167,416,238,535,-1573,856,-4054,-236,354,-574,0,0,0
11200,297,292,662,-974,895,-4657,-286,334,-569,0,0,0
11233,156,518,708,-897,749,-5148,-327,294,-568,0,0,0
11267,146,676,655,-1225,911,-5328,-348,259,-567,0,0,0
11300,4,784,766,-1123,1162,-4960,-371,217,-572,0,0,0
11333,-106,840,865,-300,1167,-4626,-378,169,-587,0,0,0
11367,-76,853,786,185,1062,-4426,-387,106,-604,0,0,0
11400,-188,991,726,28,1114,-3972,-375,56,-619,0,0,0
11433,-268,820,662,130,1320,-3701,-355,14,-638,0,0,0
11467,-415,797,635,348,1441,-3679,-325,-30,-654,0,0,0
11500,-658,866,676,355,1335,-3347,-295,-70,-674,0,0,0
11533,-734,786,706,564,1145,-2964,-256,-105,-689,0,0,0
11567,-726,699,670,1149,953,-2512,-226,-145,-701,0,0,0
11600,-741,739,644,1166,823,-2023,-203,-187,-705,0,0,0
11633,-705,783,559,420,851,-1455,-176,-215,-712,0,0,0
11667,-658,720,430,-543,1064,-768,-152,-217,-727,0,0,0
11700,-701,602,349,-1291,1355,-223,-110,-197,-741,0,0,0
11733,-824,599,346,-1972,1717,196,-70,-154,-763,0,0,0
11767,-863,476,378,-2339,1946,579,-40,-102,-783,0,0,0
11800,-866,348,515,-2255,1977,644,6,-43,-797,0,0,0
11833,-890,294,622,-1924,1795,747,52,3,-807,0,0,0
11867,-886,200,608,-1503,1514,758,106,48,-814,0,0,0
11900,-908,173,581,-1080,1297,580,140,72,-816,0,0,0
11933,-951,225,558,-975,1115,529,161,85,-815,0,0,0
11967,-968,180,495,-859,904,587,186,97,-813,0,0,0
12000,-964,142,442,-589,685,551,203,105,-815,0,0,0
12033,-950,153,390,-300,572,508,223,103,-815,0,0,0
12067,-942,226,384,-127,455,446,234,99,-814,0,0,0
12100,-979,233,368,-93,377,355,242,95,-816,0,0,0
12133,-975,236,360,-63,252,291,247,88,-819,0,0,0
12167,-942,214,352,113,151,341,252,81,-821,0,0,0
12200,-913,218,356,239,113,267,254,65,-825,0,0,0
12233,-894,289,362,186,116,148,257,55,-828,0,0,0
12267,-916,285,354,55,99,112,260,51,-830,0,0,0
12300,-903,252,338,70,59,22,261,48,-831,0,0,0
12333,-906,303,325,96,34,-7,261,46,-833,0,0,0
12367,-911,327,299,73,16,-53,259,45,-832,0,0,0
12400,-903,347,278,81,-34,-48,259,45,-831,0,0,0
12433,-907,350,274,25,-23,-11,260,47,-833,0,0,0
12467,-903,346,266,88,-30,8,259,46,-835,0,0,0
12500,-888,357,257,116,-68,31,259,44,-835,0,0,0
12533,-893,361,255,78,-45,23,255,41,-838,0,0,0
12567,-906,351,255,0,-26,57,256,40,-836,0,0,0
12600,-916,329,248,-53,5,98,256,38,-835,0,0,0
12633,-924,306,243,-71,69,77,258,41,-833,0,0,0
12667,-922,282,234,-48,65,87,259,40,-831,0,0,0
12700,-923,272,230,-27,67,24,260,43,-828,0,0,0
12733,-939,275,228,7,66,-37,261,43,-828,0,0,0
12767,-958,293,230,44,71,-56,265,45,-828,0,0,0
12800,-957,296,225,69,60,-79,266,44,-827,0,0,0
12833,-936,294,229,50,89,-108,265,45,-826,0,0,0
12867,-908,292,234,53,63,-170,266,49,-828,0,0,0
12900,-903,274,239,72,98,-150,267,49,-826,0,0,0
12933,-913,272,247,110,96,-243,269,53,-826,0,0,0
12967,-923,275,267,208,107,-319,268,53,-827,0,0,0
13000,-966,284,289,351,62,-356,269,51,-829,0,0,0
13033,-985,281,306,443,56,-462,267,47,-835,0,0,0
13067,-973,275,305,401,29,-502,266,44,-837,0,0,0
13100,-955,263,292,404,-40,-465,266,40,-840,0,0,0
13133,-935,268,269,385,-71,-474,260,38,-842,0,0,0
13167,-908,262,242,296,-112,-481,257,34,-844,0,0,0
13200,-902,236,226,314,-116,-496,249,35,-845,0,0,0
13233,-931,245,232,411,-56,-494,245,32,-847,0,0,0
13267,-959,257,227,292,-54,-422,242,29,-847,0,0,0
13300,-964,227,225,253,4,-350,240,31,-846,0,0,0
13333,-955,209,237,298,-16,-308,237,28,-846,0,0,0
13367,-926,192,235,407,-39,-269,236,25,-848,0,0,0
13400,-907,196,233,444,-51,-209,234,16,-850,0,0,0
13433,-907,196,239,413,-20,-192,232,10,-854,0,0,0
13467,-917,221,239,399,21,-163,232,3,-855,0,0,0
13500,-935,225,239,326,36,-142,232,-2,-858,0,0,0
13533,-938,215,231,294,22,-64,234,-10,-858,0,0,0
13567,-954,224,242,251,33,-2,235,-14,-859,0,0,0
13600,-951,215,255,142,42,22,235,-15,-858,0,0,0
13633,-954,198,269,148,31,43,234,-21,-859,0,0,0
13667,-947,182,279,212,-13,81,235,-25,-859,0,0,0
13700,-933,208,279,334,-78,58,232,-34,-860,0,0,0
13733,-906,224,250,315,-118,68,231,-42,-864,0,0,0
13767,-865,229,221,227,-77,210,229,-49,-865,0,0,0
13800,-808,195,188,297,-15,286,228,-56,-868,0,0,0
13833,-705,168,197,383,19,305,229,-65,-874,0,0,0
13867,-593,174,125,476,-52,290,232,-78,-876,0,0,0
13900,-1211,459,173,274,183,-107,238,-84,-884,0,0,0
13933,-1567,524,188,-263,-8,-158,242,-81,-890,0,0,0
13967,-1219,243,144,-376,145,324,244,-73,-897,0,0,0
14000,-976,155,222,-243,187,444,247,-76,-898,0,0,0
14033,-799,188,239,-222,93,438,252,-76,-899,0,0,0
14067,-832,175,234,-306,29,225,250,-77,-897,0,0,0
14100,-952,208,230,-467,43,240,249,-78,-893,0,0,0
14133,-1020,182,222,-585,32,237,250,-66,-889,0,0,0
14167,-1008,167,213,-387,12,231,251,-56,-888,0,0,0
14200,-971,163,197,-21,-132,185,249,-47,-886,0,0,0
14233,-941,192,187,165,-199,84,246,-51,-887,0,0,0
14267,-925,233,207,188,-144,24,244,-56,-890,0,0,0
14300,-914,262,212,61,-80,-7,242,-62,-893,0,0,0
14333,-918,273,214,-92,32,-41,241,-59,-894,0,0,0
