Time (ms),Accelerometer X (mGal),Accelerometer Y (mGal),Accelerometer Z (mGal),Gyro X,Gyro Y,Gyro Z,Magnetic X,Magnetic Y,Magnetic Z,Locomotion,Arm Motion,Arm Object
3033,-822,478,274,24,-387,715,225,51,-718,0,0,0
3067,-795,465,286,-233,-195,694,220,43,-719,0,0,0
3100,-851,473,398,-522,-68,731,216,45,-719,0,0,0
3133,-975,787,871,-1268,-619,1083,210,61,-717,0,0,0
3167,-876,315,1024,-1131,-1277,936,195,90,-716,0,0,0
3200,-863,418,1093,-915,-1583,909,168,107,-716,0,0,0
3233,-922,493,1228,-2025,-1890,858,139,137,-710,0,0,0
3267,-919,364,1228,-2956,-2236,531,102,200,-693,0,0,0
3300,-953,344,1235,-3296,-2642,222,60,269,-663,0,0,0
3333,-927,234,1246,-3050,-3113,-179,-1,339,-623,0,0,0
3367,-835,232,1163,-2808,-3417,-705,-69,396,-578,0,0,0
3400,-735,263,1055,-2725,-3564,-1408,-134,439,-526,0,0,0
3433,-643,274,951,-2294,-3935,-2009,-222,469,-460,0,0,0
3467,-522,277,787,-1638,-4517,-2691,-321,473,-389,0,0,0
3500,-466,349,667,-963,-4983,-3189,-447,444,-300,0,0,0
3533,-395,436,593,-122,-5334,-3155,-539,399,-206,0,0,0
3567,-266,531,514,-230,-5246,-2817,-598,352,-109,0,0,0
3600,-15,450,442,-620,-4848,-2433,-639,302,2,0,0,0
3633,311,385,253,-645,-4175,-1782,-652,261,109,0,0,0
3667,620,353,131,-785,-3216,-1113,-639,223,207,0,0,0
3700,837,303,31,-1229,-2256,-722,-623,201,273,0,0,0
3733,907,157,130,-1382,-1762,-832,-615,184,320,0,0,0
3767,903,153,39,-873,-1546,-1018,-602,153,363,0,0,0
3800,892,309,-116,-22,-1317,-1015,-588,131,393,0,0,0
3833,850,516,-305,445,-1078,-875,-572,115,411,0,0,0
3867,916,591,-475,943,-965,-665,-560,111,426,0,0,0
3900,938,652,-473,2186,-820,-674,-558,121,439,0,0,0
3933,958,723,-479,3485,-936,-640,-549,150,440,0,0,0
3967,993,896,-478,4852,-1006,-549,-541,197,430,0,0,0
4000,1052,1092,-357,7333,-1213,-274,-530,271,393,0,0,0
4033,924,912,-386,9287,-1477,257,-514,370,322,0,0,0
4067,836,1053,-737,8795,-1095,147,-506,451,232,0,0,0
4100,1008,1235,-938,5092,447,-79,-506,489,134,0,0,0
4133,892,1030,-807,4640,2024,180,-507,503,38,0,0,0
4167,821,1200,-722,5786,3005,700,-489,514,-123,0,0,0
4200,754,1178,-654,6454,3600,1253,-441,493,-285,0,0,0
4233,692,1312,-709,6253,3909,1227,-384,444,-420,0,0,0
4267,495,1118,-686,6290,5907,1702,-268,355,-565,0,0,0
4300,-157,435,139,4187,8851,1543,-73,253,-668,0,0,0
4333,1455,-122,-544,-3746,1399,1418,-44,293,-660,0,0,0
4367,1038,-870,362,686,1836,488,22,299,-660,0,0,0
4400,1126,434,-199,-536,-152,-1,25,310,-648,0,0,0
4433,566,-380,631,-55,-526,267,15,322,-642,0,0,0
4467,873,-216,482,-174,106,492,13,320,-642,0,0,0
4500,896,-578,396,-263,-148,208,27,306,-655,0,0,0
4533,824,-318,351,-144,-51,-137,21,309,-654,0,0,0
4567,744,-219,509,-252,150,-133,17,330,-639,0,0,0
4600,797,-279,479,-34,71,-166,17,333,-636,0,0,0
4633,825,-300,444,50,104,-123,17,332,-636,0,0,0
4667,808,-297,450,161,-13,-286,17,320,-645,0,0,0
4700,813,-250,451,159,4,-324,14,318,-649,0,0,0
4733,820,-177,474,156,69,-234,10,322,-643,0,0,0
4767,833,-194,503,118,9,-201,7,319,-643,0,0,0
4800,831,-241,496,23,46,-208,5,320,-646,0,0,0
4833,803,-238,570,-2,-40,-279,1,315,-649,0,0,0
4867,855,-191,546,-156,-211,-307,-6,316,-649,0,0,0
4900,891,-198,450,-47,-137,-243,-13,322,-642,0,0,0
4933,839,-186,510,71,-4,-170,-19,321,-643,0,0,0
4967,810,-213,601,-151,14,-237,-18,323,-644,0,0,0
5000,797,-233,564,-364,94,-400,-26,325,-642,0,0,0
5033,703,-262,690,-720,261,-545,-30,340,-635,0,0,0
5067,619,-209,865,-1253,339,-751,-29,359,-624,0,0,0
5100,621,-248,828,-1729,380,-912,-35,390,-601,0,0,0
5133,546,-241,836,-2035,469,-1206,-44,426,-576,0,0,0
5167,525,-179,873,-2141,472,-1466,-62,465,-542,0,0,0
5200,554,-96,784,-2359,499,-1838,-85,501,-506,0,0,0
5233,591,-11,770,-2792,539,-2163,-109,532,-463,0,0,0
5267,663,90,748,-3121,449,-2686,-154,562,-410,0,0,0
5300,734,151,704,-3101,301,-3043,-208,581,-354,0,0,0
5333,711,240,696,-3015,184,-3262,-285,584,-292,0,0,0
5367,705,458,713,-3176,-148,-3341,-351,576,-234,0,0,0
5400,736,458,665,-2780,-477,-3359,-409,553,-179,0,0,0
5433,729,559,637,-2567,-913,-3372,-473,513,-124,0,0,0
5467,714,665,571,-2864,-1313,-3275,-528,467,-61,0,0,0
5500,703,623,460,-2592,-1569,-3180,-585,400,8,0,0,0
5533,676,665,355,-2020,-1633,-2887,-619,341,68,0,0,0
5567,554,736,518,-1667,-1746,-2630,-640,287,119,0,0,0
5600,557,774,394,-1539,-2061,-2552,-653,226,173,0,0,0
5633,667,886,159,-1729,-1887,-2206,-656,168,226,0,0,0
5667,790,807,-58,-1281,-1579,-1782,-646,116,270,0,0,0
5700,928,783,-240,-467,-1241,-1359,-638,80,300,0,0,0
5733,1028,832,-429,-164,-658,-959,-639,59,323,0,0,0
5767,1054,755,-317,263,-86,-515,-638,46,328,0,0,0
5800,1042,672,-242,942,406,-178,-644,47,320,0,0,0
5833,927,786,-88,624,774,29,-639,60,295,0,0,0
5867,873,815,7,-6,781,168,-647,63,276,0,0,0
5900,771,798,60,225,555,293,-661,65,268,0,0,0
5933,754,857,9,1224,166,494,-662,76,258,0,0,0
5967,793,942,-101,2465,30,776,-661,105,251,0,0,0
6000,896,1147,-244,3097,99,1219,-647,147,232,0,0,0
6033,979,1179,-314,3372,473,1834,-641,202,207,0,0,0
6067,976,1095,-314,3949,602,2230,-640,261,173,0,0,0
6100,1060,1179,-481,4294,955,2462,-622,327,119,0,0,0
6133,1013,1241,-411,4562,1443,2690,-597,389,46,0,0,0
6167,885,1186,-232,5151,1647,2774,-546,447,-55,0,0,0
6200,710,1284,-244,5474,1828,2602,-497,479,-166,0,0,0
6233,538,1220,-249,5722,2237,2566,-450,485,-281,0,0,0
6267,268,1029,-34,6079,3274,2604,-367,457,-414,0,0,0
6300,-26,839,150,5356,4357,2262,-261,390,-543,0,0,0
6333,-88,657,49,4239,5497,2242,-112,304,-643,0,0,0
6367,-1567,-207,-60,-3112,-4400,727,-35,263,-679,0,0,0
6400,855,-766,874,789,527,1811,-54,268,-669,0,0,0
6433,563,353,322,853,1696,19,-23,250,-679,0,0,0
6467,1215,-3,360,-324,342,-13,-2,251,-679,0,0,0
6500,874,-48,659,-187,-228,171,-49,272,-661,0,0,0
6533,901,-85,496,-57,-130,228,-52,274,-658,0,0,0
6567,846,-125,490,-177,213,193,-13,266,-669,0,0,0
6600,862,-156,491,-71,22,4,-14,269,-669,0,0,0
6633,839,-63,534,-80,-68,-111,-15,269,-669,0,0,0
6667,817,-25,505,-92,-44,-47,-40,281,-659,0,0,0
6700,839,-71,502,22,21,-10,-39,282,-658,0,0,0
6733,874,-45,495,27,23,24,-25,275,-664,0,0,0
6767,886,-57,518,94,-9,64,-25,273,-666,0,0,0
6800,881,-50,520,19,-6,75,-23,271,-665,0,0,0
6833,882,-60,535,32,-12,90,-35,274,-658,0,0,0
6867,866,-58,521,19,-31,85,-35,275,-662,0,0,0
6900,853,-67,525,-99,-2,44,-28,273,-664,0,0,0
6933,827,-91,527,-161,106,62,-28,277,-662,0,0,0
6967,746,-170,651,-359,200,61,-22,283,-662,0,0,0
7000,730,-211,740,-455,9,-272,-28,293,-653,0,0,0
7033,763,-241,617,-395,-35,-569,-36,304,-650,0,0,0
7067,652,-211,758,-509,-64,-829,-38,313,-645,0,0,0
7100,628,-140,892,-414,-589,-1142,-58,319,-639,0,0,0
7133,623,34,787,-667,-822,-1190,-91,326,-631,0,0,0
7167,576,77,726,-1358,-727,-1251,-133,345,-615,0,0,0
7200,551,76,736,-2135,-504,-1341,-166,374,-588,0,0,0
7233,620,66,696,-2896,-234,-1629,-188,410,-553,0,0,0
7267,652,47,704,-3309,-45,-2012,-222,452,-503,0,0,0
7300,657,83,746,-3011,-73,-2476,-262,480,-451,0,0,0
7333,640,300,758,-2744,-255,-2961,-325,495,-397,0,0,0
7367,598,579,767,-3101,-706,-3267,-387,491,-345,0,0,0
7400,589,775,704,-3621,-1032,-3290,-441,475,-284,0,0,0
7433,495,826,780,-3934,-1744,-3346,-506,449,-204,0,0,0
7467,500,827,603,-3826,-2426,-3454,-564,409,-109,0,0,0
7500,418,865,485,-3572,-2885,-3723,-626,344,-3,0,0,0
7533,327,1072,381,-3794,-3109,-3982,-661,258,97,0,0,0
7567,438,1149,4,-3663,-2754,-3723,-672,166,184,0,0,0
7600,776,1146,-178,-1613,-1891,-2675,-674,85,240,0,0,0
7633,1031,1253,-323,-133,-1120,-1279,-667,46,271,0,0,0
7667,1013,1264,-375,-828,-195,-431,-651,20,285,0,0,0
7700,988,1004,-212,-1307,364,-67,-653,6,280,0,0,0
7733,1045,755,25,-415,432,370,-669,11,271,0,0,0
7767,975,761,68,238,93,559,-669,23,268,0,0,0
7800,886,748,-3,503,39,819,-670,40,265,0,0,0
7833,747,728,22,1092,173,959,-657,61,260,0,0,0
7867,691,762,-5,1279,244,1082,-658,92,251,0,0,0
7900,666,723,-2,1568,144,1116,-663,127,243,0,0,0
7933,734,708,-44,2178,-92,1043,-658,161,233,0,0,0
7967,811,712,-164,3263,-401,876,-650,199,225,0,0,0
8000,778,1014,-419,4106,-913,633,-637,238,209,0,0,0
8033,977,1202,-552,4807,-1387,591,-628,276,200,0,0,0
8067,981,1496,-746,6102,-1017,985,-618,321,178,0,0,0
8100,782,1683,-979,7480,97,1418,-601,378,107,0,0,0
8133,613,1816,-954,8443,2494,1225,-582,419,-31,0,0,0
8167,448,1812,-624,7861,5232,1458,-533,418,-234,0,0,0
8200,-58,1583,-181,6498,7054,1934,-423,374,-441,0,0,0
8233,-410,1027,509,4533,7784,2455,-275,314,-599,0,0,0
8267,-1581,-16,1060,-5972,-4250,2697,-145,299,-653,0,0,0
8300,883,-579,-194,1254,1493,848,-157,284,-654,0,0,0
8333,717,62,522,-491,1310,49,-86,270,-656,0,0,0
8367,852,-35,151,-145,199,-366,-75,282,-651,0,0,0
8400,896,-19,523,-238,-216,49,-97,295,-653,0,0,0
8433,958,-138,388,-313,65,169,-98,302,-651,0,0,0
8467,932,-251,334,-178,236,35,-93,307,-648,0,0,0
8500,909,-142,430,-46,13,-170,-89,303,-641,0,0,0
8533,897,-34,423,-74,58,-204,-91,301,-641,0,0,0
8567,917,-53,443,-34,134,-47,-92,309,-645,0,0,0
8600,911,-77,437,15,116,18,-92,309,-645,0,0,0
8633,903,-113,461,-65,174,63,-88,309,-645,0,0,0
8667,923,-138,478,-39,173,0,-82,310,-642,0,0,0
8700,918,-93,440,-54,83,-60,-80,311,-640,0,0,0
8733,898,12,444,-77,74,-7,-80,315,-641,0,0,0
8767,891,-8,458,6,28,83,-79,316,-642,0,0,0
8800,860,-36,470,74,21,102,-79,316,-643,0,0,0
8833,868,-55,480,90,-68,108,-78,312,-643,0,0,0
8867,856,-57,490,77,-84,115,-79,310,-644,0,0,0
8900,860,-103,472,18,-22,111,-79,310,-645,0,0,0
8933,864,-114,524,-2,114,29,-77,309,-645,0,0,0
8967,800,-118,623,-255,186,-64,-73,312,-644,0,0,0
9000,671,-130,751,-755,323,-286,-71,321,-640,0,0,0
9033,570,-206,893,-1042,316,-564,-70,342,-628,0,0,0
9067,484,-177,1003,-1382,8,-828,-75,364,-615,0,0,0
9100,524,-116,905,-1835,-251,-1191,-95,394,-592,0,0,0
9133,543,-1,862,-2584,-480,-1620,-127,431,-557,0,0,0
9167,583,74,738,-3500,-452,-2023,-177,478,-503,0,0,0
9200,632,86,659,-3861,-146,-2448,-224,523,-436,0,0,0
9233,671,56,704,-3627,62,-2870,-265,547,-371,0,0,0
9267,730,229,751,-3703,127,-3328,-325,554,-309,0,0,0
9300,730,506,819,-4567,64,-3738,-394,542,-234,0,0,0
9333,759,610,669,-5214,249,-3938,-475,511,-145,0,0,0
9367,660,582,811,-4344,451,-4149,-542,459,-75,0,0,0
9400,396,1018,930,-3710,59,-4124,-588,398,-24,0,0,0
9433,414,1143,733,-3971,-440,-3913,-632,322,24,0,0,0
9467,447,979,712,-3704,-784,-3743,-667,237,75,0,0,0
9500,445,912,630,-2538,-1308,-3457,-690,138,118,0,0,0
9533,702,946,257,-1595,-1417,-3001,-697,61,160,0,0,0
9567,875,958,24,-697,-1187,-2323,-696,8,196,0,0,0
9600,974,1000,-140,-488,-818,-1639,-691,-35,221,0,0,0
9633,1095,1035,-97,-544,-185,-705,-689,-62,230,0,0,0
9667,999,884,57,247,158,100,-676,-67,217,0,0,0
9700,992,860,148,646,323,663,-678,-53,212,0,0,0
9733,890,757,291,533,490,937,-695,-35,210,0,0,0
9767,819,671,434,724,427,1187,-700,-6,200,0,0,0
9800,746,611,498,1140,321,1289,-701,24,187,0,0,0
9833,695,626,427,1709,117,1419,-687,63,178,0,0,0
9867,680,697,362,2284,-85,1439,-684,106,171,0,0,0
9900,738,802,253,2684,-138,1698,-687,146,170,0,0,0
9933,852,828,180,3393,-92,2042,-675,200,154,0,0,0
9967,951,1009,111,3788,232,2481,-659,263,124,0,0,0
10000,925,1077,103,4016,731,2906,-624,336,72,0,0,0
10033,846,1076,154,4777,1201,3236,-587,402,-1,0,0,0
10067,749,1121,199,5557,1332,3436,-550,454,-91,0,0,0
10100,744,1234,232,5647,1353,3485,-490,484,-200,0,0,0
10133,662,1175,140,6002,1520,3428,-418,487,-316,0,0,0
10167,481,1139,-1,6707,2215,3239,-320,450,-459,0,0,0
10200,93,1291,-36,6725,3649,3125,-213,365,-585,0,0,0
10233,-182,812,-173,5703,5903,3094,-83,263,-670,0,0,0
10267,-1515,-1079,725,-1480,-3816,-875,-34,225,-686,0,0,0
10300,635,-1396,783,-961,693,1560,-54,279,-663,0,0,0
10333,795,424,461,1204,1945,283,13,238,-673,0,0,0
10367,1166,146,124,-557,252,20,30,240,-676,0,0,0
10400,649,18,557,-392,-398,100,24,264,-669,0,0,0
10433,723,38,663,-266,-345,262,15,268,-668,0,0,0
10467,813,-184,636,-85,62,369,17,270,-667,0,0,0
10500,900,-150,578,18,-271,100,8,272,-665,0,0,0
10533,894,-45,539,-58,-357,-62,0,270,-666,0,0,0
10567,829,27,553,-158,-55,65,2,274,-665,0,0,0
10600,796,-27,566,-137,27,106,3,278,-665,0,0,0
10633,807,-54,545,-57,36,101,3,280,-662,0,0,0
10667,796,-28,535,-51,-27,85,2,282,-661,0,0,0
10700,784,-76,530,-10,-43,46,1,282,-660,0,0,0
10733,800,-85,545,17,-42,-16,3,282,-662,0,0,0
10767,833,-78,559,16,-1,-80,0,282,-662,0,0,0
10800,840,-42,579,20,-35,-118,-3,282,-662,0,0,0
10833,844,-20,573,1,-43,-113,-9,281,-661,0,0,0
10867,832,-5,577,20,-55,-101,-12,279,-662,0,0,0
10900,814,-15,552,33,-96,-49,-12,281,-662,0,0,0
10933,812,-26,542,135,-187,-137,-17,277,-661,0,0,0
10967,822,11,529,202,-303,-147,-24,272,-664,0,0,0
11000,855,16,530,198,-210,-60,-33,268,-667,0,0,0
11033,855,12,578,69,-67,23,-36,265,-667,0,0,0
11067,848,-24,595,-46,43,56,-35,265,-667,0,0,0
11100,792,-70,699,-135,-18,18,-37,266,-666,0,0,0
11133,674,-99,783,-359,-215,-244,-40,273,-663,0,0,0
11167,464,-130,954,-707,-307,-704,-54,286,-655,0,0,0
11200,240,-8,1281,-1181,-821,-1177,-81,304,-644,0,0,0
11233,211,-15,1236,-1925,-1365,-1565,-118,330,-623,0,0,0
11267,285,18,1074,-2652,-1574,-2246,-177,367,-587,0,0,0
11300,376,172,856,-3838,-1558,-3136,-248,405,-529,0,0,0
11333,414,329,727,-4750,-1249,-3970,-350,443,-445,0,0,0
11367,443,640,659,-5018,-842,-4558,-433,451,-358,0,0,0
11400,422,1009,613,-5192,-362,-4710,-493,430,-280,0,0,0
11433,393,1249,553,-4838,146,-4791,-557,382,-214,0,0,0
11467,440,1541,587,-4188,441,-4428,-608,318,-174,0,0,0
11500,448,1459,642,-4123,18,-4115,-656,244,-137,0,0,0
11533,479,1345,587,-3898,-690,-3859,-685,179,-99,0,0,0
11567,521,1180,461,-2763,-1317,-3281,-703,123,-61,0,0,0
11600,522,1076,399,-1163,-1896,-2782,-716,60,-17,0,0,0
11633,638,1075,58,-478,-2248,-2378,-721,6,38,0,0,0
11667,940,973,-298,161,-2001,-1903,-714,-48,95,0,0,0
11700,1187,943,-181,1277,-1529,-936,-707,-78,135,0,0,0
11733,1159,1107,-327,2231,-719,4,-712,-78,161,0,0,0
11767,1034,1259,-99,1707,273,801,-714,-59,163,0,0,0
11800,853,1179,31,1842,736,1360,-719,-28,152,0,0,0
11833,742,1262,135,2333,986,1825,-704,22,131,0,0,0
11867,703,1234,268,2464,937,2271,-702,74,106,0,0,0
11900,705,1191,299,2968,797,2654,-713,128,82,0,0,0
11933,751,1182,252,3837,637,3006,-697,195,51,0,0,0
11967,779,1319,181,4657,643,3276,-673,267,5,0,0,0
12000,661,1410,122,5252,788,3445,-624,343,-62,0,0,0
12033,609,1448,-45,5263,1247,3541,-575,399,-145,0,0,0
12067,405,1416,-87,5538,2140,3841,-525,435,-242,0,0,0
12100,109,1281,-220,5881,3715,4180,-425,441,-375,0,0,0
12133,-292,1063,-186,5743,5817,4286,-279,407,-520,0,0,0
12167,-513,603,-101,5715,7174,3850,-62,316,-648,0,0,0
12200,-1688,-579,124,-3019,-3800,1108,47,253,-683,0,0,0
12233,-40,-199,343,642,1046,2329,24,271,-670,0,0,0
12267,1435,-116,428,2700,1381,-193,45,234,-686,0,0,0
12300,1067,145,281,-482,538,-265,60,223,-690,0,0,0
12333,866,127,559,-615,44,-166,-4,265,-661,0,0,0
12367,771,31,745,40,-492,-16,-11,270,-661,0,0,0
12400,834,-64,600,81,-63,115,34,249,-678,0,0,0
12433,801,-43,578,-101,168,-51,35,248,-676,0,0,0
12467,803,36,628,-84,30,-52,37,251,-675,0,0,0
12500,821,20,634,62,-132,-50,-1,262,-666,0,0,0
12533,818,44,619,-69,-106,5,-2,260,-664,0,0,0
12567,823,18,597,-65,-44,59,20,256,-675,0,0,0
12600,804,-14,570,37,-52,74,19,256,-673,0,0,0
12633,790,1,585,-3,-62,51,16,254,-674,0,0,0
12667,781,-2,578,42,-143,-29,-2,260,-668,0,0,0
12700,781,-2,557,95,-177,-110,-8,258,-669,0,0,0
12733,791,28,550,36,-78,-102,3,252,-673,0,0,0
12767,819,49,597,7,8,-65,1,252,-675,0,0,0
12800,845,41,592,40,39,-32,-2,252,-676,0,0,0
12833,846,32,610,15,67,16,-9,252,-673,0,0,0
12867,855,18,605,-13,3,38,-8,252,-672,0,0,0
12900,835,9,600,-18,6,122,-1,251,-674,0,0,0
12933,809,18,599,-58,6,128,2,251,-673,0,0,0
12967,796,-1,594,-34,-7,107,2,253,-674,0,0,0
13000,795,-16,571,-6,11,81,-2,255,-672,0,0,0
13033,798,-14,555,0,16,47,-2,255,-671,0,0,0
13067,803,7,558,-17,-2,88,4,252,-673,0,0,0
13100,810,-26,563,44,7,93,4,252,-673,0,0,0
13133,817,-20,565,125,26,14,2,249,-674,0,0,0
13167,808,-8,583,125,-21,15,-2,248,-675,0,0,0
13200,799,-10,576,114,-15,-41,0,244,-676,0,0,0
13233,786,-6,588,103,37,-9,1,242,-677,0,0,0
13267,748,17,591,134,59,-45,2,242,-676,0,0,0
13300,642,51,635,86,185,-89,5,238,-679,0,0,0
13333,496,0,677,-35,208,-220,4,236,-680,0,0,0
13367,379,-18,695,-196,287,-568,6,240,-675,0,0,0
13400,316,-24,711,-381,386,-1030,8,244,-673,0,0,0
13433,330,-92,671,-237,409,-1701,3,252,-669,0,0,0
13467,364,-22,458,51,667,-2565,-5,249,-669,0,0,0
13500,366,73,276,520,1278,-3457,-25,238,-672,0,0,0
13533,310,121,191,1274,1971,-4238,-22,209,-679,0,0,0
13567,228,136,148,1820,2539,-4992,8,168,-688,0,0,0
13600,48,234,57,2097,3043,-5968,43,119,-697,0,0,0
13633,-329,911,398,1907,3119,-6056,93,76,-700,0,0,0
13667,-408,1033,629,1700,2560,-5388,132,45,-699,0,0,0
13700,-396,1044,434,1782,2257,-5664,175,33,-696,0,0,0
13733,-627,1143,494,1428,1660,-5434,214,37,-688,0,0,0
13767,-895,1013,360,1389,1148,-5310,225,49,-691,0,0,0
13800,-1271,1136,252,1868,1058,-4919,229,49,-698,0,0,0
13833,-1453,1218,332,1347,938,-4622,227,54,-715,0,0,0
13867,-1472,973,308,1383,946,-3674,233,56,-736,0,0,0
13900,-1272,863,319,2545,907,-1818,238,21,-765,0,0,0
13933,-1315,12,1392,7555,255,-971,251,-111,-797,0,0,0
13967,-960,1038,313,3493,-197,-129,242,-241,-809,0,0,0
14000,-840,924,-7,880,404,236,271,-292,-823,0,0,0
14033,-726,777,307,-1854,194,223,285,-261,-838,0,0,0
14067,-660,392,-71,-1924,452,137,286,-203,-840,0,0,0
14100,-779,322,-28,-929,680,207,302,-173,-837,0,0,0
14133,-960,202,295,-500,298,71,313,-158,-833,0,0,0
14167,-984,208,187,-318,83,-123,320,-127,-836,0,0,0
14200,-983,299,44,-122,161,-157,323,-118,-831,0,0,0
14233,-956,326,62,-66,236,-54,322,-128,-825,0,0,0
14267,-932,313,107,102,243,-43,326,-127,-825,0,0,0
14300,-902,341,154,63,152,-158,330,-128,-824,0,0,0
14333,-936,336,128,145,28,-186,337,-113,-824,0,0,0
14367,-993,368,125,294,-41,-190,339,-113,-827,0,0,0
