Time (ms),Accelerometer X (mGal),Accelerometer Y (mGal),Accelerometer Z (mGal),Gyro X,Gyro Y,Gyro Z,Magnetic X,Magnetic Y,Magnetic Z,Locomotion,Arm Motion,Arm Object
1233,-911,308,190,-1035,416,451,450,205,-544,0,0,0
1267,-902,267,196,-784,285,391,457,213,-526,0,0,0
1300,-912,262,196,-537,243,218,461,218,-515,0,0,0
1333,-933,308,222,-316,302,57,465,220,-508,0,0,0
1367,-914,354,222,-335,250,92,469,222,-498,0,0,0
1400,-915,340,199,-473,259,172,473,227,-490,0,0,0
1433,-928,301,196,-464,235,114,477,230,-480,0,0,0
1467,-921,276,234,-339,120,87,480,234,-472,0,0,0
1500,-924,276,238,-153,25,61,480,237,-469,0,0,0
1533,-944,271,241,-4,-114,31,479,240,-468,0,0,0
1567,-958,295,258,269,-261,101,479,236,-473,0,0,0
1600,-1021,344,291,378,-491,267,473,228,-482,0,0,0
1633,-1036,416,289,272,-598,521,469,219,-492,0,0,0
1667,-1022,566,343,-188,-513,956,467,212,-495,0,0,0
1700,-1007,687,469,-1337,-346,1508,472,211,-489,0,0,0
1733,-1014,663,522,-2637,-278,1792,483,223,-465,0,0,0
1767,-973,552,515,-3147,-321,1767,503,243,-432,0,0,0
1800,-892,500,650,-2997,-526,1602,514,261,-400,0,0,0
1833,-779,499,689,-2371,-1017,1258,518,276,-375,0,0,0
1867,-702,512,709,-1726,-1426,960,514,283,-370,0,0,0
1900,-614,521,776,-1160,-1966,699,500,285,-382,0,0,0
1933,-584,673,830,-673,-2590,542,472,284,-410,0,0,0
1967,-538,833,856,-380,-3163,769,437,282,-447,0,0,0
2000,-439,851,865,-441,-3384,1372,399,275,-481,0,0,0
2033,-249,616,816,-176,-3408,1784,356,262,-518,0,0,0
2067,-113,479,773,-296,-3242,1953,314,248,-554,0,0,0
2100,-124,348,900,-1024,-3067,1857,266,241,-582,0,0,0
2133,-149,110,916,-1228,-3010,1363,220,255,-597,0,0,0
2167,-195,70,965,-1030,-2830,845,175,274,-602,0,0,0
2200,-238,163,1041,-1095,-2821,385,122,294,-608,0,0,0
2233,-156,159,923,-1469,-2665,-57,65,319,-603,0,0,0
2267,-51,194,871,-1823,-2367,-357,3,358,-585,0,0,0
2300,5,228,906,-2385,-2118,-827,-52,399,-555,0,0,0
2333,137,177,756,-3004,-1879,-1360,-94,442,-513,0,0,0
2367,249,70,666,-3137,-1705,-2117,-152,485,-455,0,0,0
2400,334,135,619,-2562,-1739,-2765,-218,504,-398,0,0,0
2433,459,274,466,-2175,-1792,-3225,-311,508,-335,0,0,0
2467,487,527,521,-2250,-1875,-3329,-386,493,-278,0,0,0
2500,576,545,438,-1853,-2043,-3000,-442,465,-224,0,0,0
2533,718,634,316,-1083,-2121,-2527,-496,427,-169,0,0,0
2567,842,682,348,-920,-2110,-1940,-536,393,-121,0,0,0
2600,921,567,260,-794,-2047,-1363,-566,363,-65,0,0,0
2633,1072,408,115,-43,-1498,-760,-579,346,-29,0,0,0
2667,1084,404,196,355,-960,-234,-591,339,-11,0,0,0
2700,1010,431,216,-27,-615,20,-593,337,2,0,0,0
2733,946,304,241,-22,-329,197,-590,342,12,0,0,0
2767,878,354,305,223,-252,239,-578,347,11,0,0,0
2800,843,345,251,277,-115,279,-573,353,12,0,0,0
2833,856,310,258,541,70,376,-578,355,11,0,0,0
2867,896,293,255,649,64,393,-574,364,3,0,0,0
2900,958,279,251,866,-152,256,-572,368,-6,0,0,0
2933,1060,308,183,1358,-338,188,-562,372,-20,0,0,0
2967,1121,429,56,1751,-463,206,-563,373,-33,0,0,0
3000,1147,522,107,2023,-575,371,-567,375,-42,0,0,0
3033,1205,576,-89,2792,-641,517,-566,376,-58,0,0,0
3067,1203,765,-134,3377,-767,633,-565,378,-85,0,0,0
3100,993,953,-314,3882,-482,819,-557,380,-124,0,0,0
3133,737,1149,-434,4250,444,1308,-542,382,-176,0,0,0
3167,573,1151,-368,4306,1389,1860,-523,385,-244,0,0,0
3200,610,961,-326,4540,2600,2463,-472,383,-341,0,0,0
3233,451,923,-387,4590,4060,2657,-386,362,-450,0,0,0
3267,177,881,-319,4301,5261,2694,-250,320,-571,0,0,0
3300,-76,543,266,3257,6589,2837,-83,263,-650,0,0,0
3333,-1292,-749,1246,-45,5045,3500,76,226,-672,0,0,0
3367,743,1040,-734,-1812,1131,134,37,295,-644,0,0,0
3400,1429,-1019,683,2780,2156,-54,89,276,-648,0,0,0
3433,672,629,1005,297,419,-691,112,241,-646,0,0,0
3467,884,76,777,-352,298,48,122,253,-639,0,0,0
3500,678,98,924,443,68,63,115,240,-655,0,0,0
3533,727,33,929,-208,157,180,118,240,-654,0,0,0
3567,744,-11,815,-246,153,161,123,245,-652,0,0,0
3600,715,67,792,-314,10,119,128,259,-639,0,0,0
3633,642,45,779,-322,-114,73,128,265,-638,0,0,0
3667,609,59,804,-344,-171,89,120,266,-642,0,0,0
3700,606,12,781,-299,-242,51,117,273,-639,0,0,0
3733,640,12,744,-256,-264,20,111,279,-637,0,0,0
3767,642,15,823,-325,-327,-1,105,290,-632,0,0,0
3800,696,-15,802,-504,-438,-70,95,299,-629,0,0,0
3833,697,-22,761,-715,-411,-45,85,308,-627,0,0,0
3867,660,-50,774,-771,-246,-40,78,326,-620,0,0,0
3900,645,-40,779,-696,-272,1,69,340,-610,0,0,0
3933,649,-121,720,-652,-281,-37,63,358,-601,0,0,0
3967,639,-203,673,-519,-330,-225,52,370,-594,0,0,0
4000,633,-82,582,-453,-125,-323,46,379,-590,0,0,0
4033,643,-123,653,-732,-16,-411,38,390,-582,0,0,0
4067,723,-133,584,-596,-149,-687,28,403,-573,0,0,0
4100,722,-181,541,-408,-127,-809,8,413,-565,0,0,0
4133,656,-105,655,-287,-224,-879,-9,418,-560,0,0,0
4167,667,-111,740,-104,-450,-956,-27,421,-558,0,0,0
4200,663,-32,728,-157,-576,-1052,-57,420,-555,0,0,0
4233,635,43,917,-691,-636,-1139,-86,424,-547,0,0,0
4267,663,-3,927,-1118,-608,-1192,-121,434,-529,0,0,0
4300,684,65,860,-1524,-299,-1320,-152,448,-507,0,0,0
4333,712,117,837,-2505,5,-1376,-172,474,-477,0,0,0
4367,693,52,807,-2945,33,-1703,-200,503,-430,0,0,0
4400,650,107,753,-3239,-92,-2151,-236,526,-376,0,0,0
4433,638,187,657,-3116,-246,-2537,-291,545,-312,0,0,0
4467,604,237,687,-2343,-720,-2826,-344,537,-259,0,0,0
4500,599,470,637,-2356,-1370,-2967,-398,520,-208,0,0,0
4533,599,585,604,-2639,-1938,-2961,-457,490,-141,0,0,0
4567,609,665,552,-2348,-2438,-2775,-509,449,-65,0,0,0
4600,658,734,518,-2291,-2798,-2450,-553,399,18,0,0,0
4633,767,725,420,-2420,-2785,-2045,-575,357,99,0,0,0
4667,848,706,302,-2623,-2393,-1575,-582,321,176,0,0,0
4700,959,663,117,-2779,-1872,-1141,-580,282,244,0,0,0
4733,1038,565,-151,-2460,-1326,-806,-571,244,298,0,0,0
4767,1035,551,-302,-1707,-844,-553,-555,212,334,0,0,0
4800,1016,529,-412,-1180,-555,-436,-549,193,357,0,0,0
4833,1064,445,-446,-777,-261,-260,-552,179,373,0,0,0
4867,1058,389,-350,-203,-10,-135,-550,170,379,0,0,0
4900,1001,410,-177,51,153,-125,-555,167,376,0,0,0
4933,957,438,-8,342,289,-18,-552,168,364,0,0,0
4967,931,478,73,488,365,97,-555,176,356,0,0,0
5000,852,445,110,546,473,257,-564,181,349,0,0,0
5033,880,418,-67,1073,453,363,-567,194,334,0,0,0
5067,883,467,-173,1763,585,468,-571,216,314,0,0,0
5100,926,524,-272,2094,759,577,-572,246,279,0,0,0
5133,949,535,-293,2450,880,611,-575,274,242,0,0,0
5167,987,582,-320,2930,1138,683,-582,299,201,0,0,0
5200,962,655,-232,3689,1362,745,-585,326,138,0,0,0
5233,955,849,-184,4039,1555,678,-585,347,66,0,0,0
5267,979,1111,-127,4161,1787,759,-578,359,-21,0,0,0
5300,1072,1346,24,4237,1844,1162,-566,368,-108,0,0,0
5333,949,1431,235,4436,1372,1708,-550,376,-183,0,0,0
5367,767,1559,143,4579,1300,2178,-518,381,-262,0,0,0
5400,495,1456,118,5057,2124,2772,-469,380,-351,0,0,0
5433,324,1220,7,5108,3314,3317,-371,359,-464,0,0,0
5467,-110,1011,197,3661,5037,3407,-247,327,-567,0,0,0
5500,-254,546,812,1666,6056,3589,-103,306,-633,0,0,0
5533,-1747,-474,1331,-3023,-1093,-703,17,331,-627,0,0,0
5567,1814,-450,-418,-867,381,1791,-22,359,-610,0,0,0
5600,456,-178,739,1977,942,-184,25,330,-618,0,0,0
5633,943,435,424,-1295,207,2,33,335,-616,0,0,0
5667,839,-221,551,271,-1,228,29,342,-618,0,0,0
5700,747,-23,748,13,-160,216,27,336,-622,0,0,0
5733,802,-171,665,-201,-83,165,27,339,-618,0,0,0
5767,817,-126,593,-88,-26,61,30,349,-608,0,0,0
5800,794,-101,617,-90,-34,-99,28,352,-607,0,0,0
5833,781,-49,617,-78,-51,-77,25,348,-614,0,0,0
5867,770,-28,618,-34,10,-23,23,350,-612,0,0,0
5900,761,-40,609,-44,52,35,22,348,-612,0,0,0
5933,742,-72,626,9,-41,19,24,354,-609,0,0,0
5967,761,-103,612,70,-30,-26,23,352,-608,0,0,0
6000,737,-92,671,84,-69,-86,21,348,-612,0,0,0
6033,761,-85,693,-19,-79,-134,18,346,-615,0,0,0
6067,745,-95,718,-199,-86,-168,11,350,-612,0,0,0
6100,670,-102,739,-421,-76,-278,3,356,-605,0,0,0
6133,588,-178,810,-544,20,-460,-3,367,-598,0,0,0
6167,608,-163,883,-621,-146,-668,-9,377,-592,0,0,0
6200,621,-144,833,-927,-236,-929,-29,391,-582,0,0,0
6233,630,-135,814,-1246,-282,-1240,-50,409,-565,0,0,0
6267,618,-59,780,-1537,-223,-1525,-83,434,-543,0,0,0
6300,584,-36,747,-1734,-106,-1720,-114,456,-515,0,0,0
6333,626,11,766,-1830,-97,-2051,-143,474,-489,0,0,0
6367,648,120,737,-1980,-233,-2234,-186,489,-457,0,0,0
6400,621,156,745,-2233,-333,-2357,-230,499,-419,0,0,0
6433,636,229,749,-2311,-629,-2594,-291,506,-372,0,0,0
6467,641,290,681,-2139,-854,-2735,-348,499,-328,0,0,0
6500,661,369,669,-1807,-1085,-2723,-396,483,-287,0,0,0
6533,645,485,659,-1879,-1418,-2710,-450,458,-242,0,0,0
6567,682,580,537,-2475,-1654,-2790,-504,426,-184,0,0,0
6600,698,567,451,-2395,-1648,-2793,-556,382,-119,0,0,0
6633,650,612,468,-1730,-1732,-2584,-592,338,-63,0,0,0
6667,632,693,404,-1496,-2020,-2419,-616,295,-10,0,0,0
6700,670,771,309,-1622,-2094,-2280,-635,248,47,0,0,0
6733,648,738,235,-1497,-2051,-2040,-647,200,103,0,0,0
6767,673,716,130,-1056,-1735,-1842,-645,150,151,0,0,0
6800,730,801,73,-843,-1397,-1447,-645,115,185,0,0,0
6833,834,779,-21,-818,-873,-1081,-647,90,213,0,0,0
6867,820,773,18,-861,-620,-932,-643,66,231,0,0,0
6900,826,848,-4,-1281,-576,-810,-641,40,245,0,0,0
6933,883,736,-94,-736,-448,-727,-630,20,251,0,0,0
6967,880,768,-123,153,-249,-391,-628,8,258,0,0,0
7000,855,786,-108,509,-212,-128,-631,6,267,0,0,0
7033,882,819,-155,682,-9,154,-631,13,269,0,0,0
7067,817,848,-138,805,332,434,-633,24,263,0,0,0
7100,759,840,-121,1017,667,629,-629,46,248,0,0,0
7133,718,892,-103,1194,914,924,-632,71,227,0,0,0
7167,668,885,-52,1317,1119,1253,-645,94,206,0,0,0
7200,731,801,-5,1631,1089,1485,-648,130,177,0,0,0
7233,821,729,58,1930,1130,1584,-646,169,146,0,0,0
7267,859,649,135,2234,1079,1632,-636,215,103,0,0,0
7300,877,660,130,2424,1172,1585,-629,252,63,0,0,0
7333,834,688,158,2583,1332,1677,-624,282,21,0,0,0
7367,794,768,92,2699,1563,1826,-606,314,-34,0,0,0
7400,788,785,67,2831,1852,2050,-586,346,-98,0,0,0
7433,746,750,89,2976,2060,2241,-544,378,-176,0,0,0
7467,765,704,95,3168,2174,2363,-501,398,-252,0,0,0
7500,820,712,91,3324,2252,2480,-454,408,-325,0,0,0
7533,722,645,184,3449,2468,2519,-388,404,-406,0,0,0
7567,719,558,253,3318,2254,2291,-319,385,-480,0,0,0
7600,780,760,-53,2977,2517,2086,-240,353,-550,0,0,0
7633,472,641,223,2713,3349,2389,-147,318,-603,0,0,0
7667,141,389,505,2096,4128,2253,-49,284,-642,0,0,0
7700,-62,-97,148,932,4963,1935,80,258,-651,0,0,0
7733,-280,314,1084,-3529,-1982,-635,50,326,-620,0,0,0
7767,1878,-825,-72,1438,605,594,58,328,-616,0,0,0
7800,746,600,360,1589,1095,-503,74,279,-640,0,0,0
7833,685,511,820,-1410,491,-166,83,296,-631,0,0,0
7867,670,-5,801,-138,-423,63,78,315,-623,0,0,0
7900,651,154,740,563,-356,298,71,300,-630,0,0,0
7933,688,-25,808,-73,-173,224,76,296,-632,0,0,0
7967,748,-26,731,-116,-111,73,72,298,-631,0,0,0
8000,761,58,687,-121,-105,62,66,301,-630,0,0,0
8033,706,45,700,-29,-122,23,65,301,-629,0,0,0
8067,687,56,691,-39,-75,17,62,300,-630,0,0,0
8100,694,60,675,-20,-2,5,62,304,-629,0,0,0
8133,687,53,687,40,23,44,63,303,-627,0,0,0
8167,695,59,709,50,7,-2,61,302,-630,0,0,0
8200,706,63,698,29,-34,40,59,301,-629,0,0,0
8233,706,41,713,58,-2,37,60,299,-632,0,0,0
8267,682,44,756,77,-68,-20,61,298,-629,0,0,0
8300,658,45,824,3,-144,-44,57,297,-631,0,0,0
8333,656,43,875,-256,-207,-41,50,298,-631,0,0,0
8367,645,25,888,-503,-283,-17,45,308,-626,0,0,0
8400,606,-46,769,-750,-278,-160,34,323,-620,0,0,0
8433,539,-83,900,-745,-362,-368,24,338,-609,0,0,0
8467,515,-47,959,-695,-615,-603,3,351,-601,0,0,0
8500,484,-9,939,-1190,-701,-818,-16,369,-591,0,0,0
8533,511,5,932,-1787,-675,-1172,-48,398,-568,0,0,0
8567,526,-12,880,-1929,-737,-1409,-83,427,-540,0,0,0
8600,593,34,792,-2024,-879,-1820,-135,455,-508,0,0,0
8633,634,133,730,-2411,-978,-2232,-186,479,-466,0,0,0
8667,682,200,587,-2500,-1030,-2468,-233,495,-421,0,0,0
8700,736,303,523,-2341,-1131,-2704,-293,499,-370,0,0,0
8733,743,445,491,-2208,-1183,-2547,-351,491,-322,0,0,0
8767,798,454,418,-2252,-1244,-2290,-416,478,-264,0,0,0
8800,818,497,391,-2267,-1226,-2137,-461,462,-211,0,0,0
8833,782,495,399,-2284,-1282,-2106,-493,446,-162,0,0,0
8867,789,459,347,-2101,-1450,-2105,-529,417,-104,0,0,0
8900,744,493,324,-1764,-1578,-2080,-562,384,-53,0,0,0
8933,743,500,275,-1494,-1684,-2066,-590,342,2,0,0,0
8967,764,548,297,-1217,-1665,-1908,-610,300,48,0,0,0
9000,764,548,330,-1233,-1731,-1763,-623,266,93,0,0,0
9033,794,557,201,-1491,-1575,-1799,-632,226,136,0,0,0
9067,855,583,133,-1357,-1206,-1586,-638,186,174,0,0,0
9100,864,600,111,-939,-916,-1280,-634,149,201,0,0,0
9133,911,686,44,-811,-745,-1130,-632,121,223,0,0,0
9167,947,802,-33,-1038,-466,-874,-636,97,239,0,0,0
9200,919,769,-40,-760,-151,-479,-636,77,248,0,0,0
9233,911,728,-17,-288,-56,-114,-636,67,250,0,0,0
9267,861,768,15,-259,-4,86,-630,66,251,0,0,0
9300,809,655,49,34,78,311,-629,71,250,0,0,0
9333,780,652,51,337,226,491,-634,80,249,0,0,0
9367,796,622,32,619,459,543,-637,94,238,0,0,0
9400,767,657,28,922,759,746,-639,112,223,0,0,0
9433,750,729,-10,1027,872,837,-633,138,198,0,0,0
9467,803,735,-56,1132,960,1120,-634,162,173,0,0,0
9500,872,696,-38,1619,1020,1430,-641,192,147,0,0,0
9533,920,708,-37,2348,1135,1604,-634,229,109,0,0,0
9567,917,743,-47,2766,1294,1823,-623,270,62,0,0,0
9600,962,754,-44,3004,1528,2113,-603,314,2,0,0,0
9633,941,760,-2,3330,1697,2234,-578,352,-64,0,0,0
9667,881,806,67,3614,1903,2409,-553,382,-135,0,0,0
9700,790,789,55,3805,1973,2428,-512,402,-216,0,0,0
9733,751,917,-18,4031,2138,2410,-463,410,-304,0,0,0
9767,605,1012,129,4089,2384,2465,-392,399,-400,0,0,0
9800,523,961,166,4078,2508,2535,-320,376,-486,0,0,0
9833,446,950,29,3876,3093,2488,-247,338,-557,0,0,0
9867,268,730,373,3118,4172,2603,-140,290,-621,0,0,0
9900,42,446,930,1770,4819,2419,-9,250,-654,0,0,0
9933,-1518,-324,1575,-5578,927,-66,109,250,-649,0,0,0
9967,225,408,1146,-1772,-1171,-262,52,296,-633,0,0,0
10000,1877,-841,35,1709,658,529,66,294,-632,0,0,0
10033,808,718,324,132,725,-517,79,267,-644,0,0,0
10067,532,462,737,-1634,179,31,84,298,-631,0,0,0
10100,576,-18,756,333,-579,185,52,301,-629,0,0,0
10133,665,114,662,491,-246,339,47,285,-638,0,0,0
10167,685,-43,798,-285,51,211,68,293,-633,0,0,0
10200,737,26,761,-222,-100,98,69,300,-630,0,0,0
10233,780,61,676,-82,-208,63,65,300,-629,0,0,0
10267,729,62,665,-78,-102,42,49,297,-633,0,0,0
10300,645,91,756,-138,-18,40,48,300,-631,0,0,0
10333,672,63,719,-139,-60,105,55,308,-627,0,0,0
10367,704,44,664,-86,-5,87,56,310,-627,0,0,0
10400,685,41,710,-88,-16,69,55,311,-626,0,0,0
10433,676,37,749,24,-126,10,49,308,-626,0,0,0
10467,687,47,772,-16,-169,18,45,308,-626,0,0,0
10500,712,47,761,-129,-119,72,46,313,-626,0,0,0
10533,660,42,768,-297,-123,64,44,318,-622,0,0,0
10567,654,-19,758,-338,-184,-30,39,322,-621,0,0,0
10600,614,-14,786,-337,-275,-131,29,328,-617,0,0,0
10633,605,-42,822,-392,-393,-274,17,337,-614,0,0,0
10667,646,-33,824,-576,-564,-390,6,347,-606,0,0,0
10700,630,-43,793,-765,-582,-562,-12,359,-597,0,0,0
10733,661,-43,742,-852,-508,-717,-33,375,-587,0,0,0
10767,693,-10,730,-1024,-565,-967,-65,390,-573,0,0,0
10800,650,-10,702,-1172,-504,-1109,-93,408,-556,0,0,0
10833,614,6,711,-1275,-350,-1242,-113,424,-538,0,0,0
10867,581,62,741,-1594,-337,-1447,-142,441,-514,0,0,0
10900,598,59,745,-1961,-342,-1716,-175,461,-483,0,0,0
10933,627,74,748,-2125,-378,-2077,-223,479,-449,0,0,0
10967,628,116,736,-2243,-490,-2328,-268,489,-409,0,0,0
11000,650,197,740,-2465,-606,-2725,-311,491,-367,0,0,0
11033,663,326,728,-2636,-807,-3036,-367,483,-315,0,0,0
11067,645,416,730,-2574,-1127,-3149,-426,463,-263,0,0,0
11100,669,535,684,-2498,-1436,-3240,-496,426,-202,0,0,0
11133,608,615,666,-2516,-1747,-3247,-548,385,-141,0,0,0
11167,592,700,509,-2405,-2073,-3102,-587,338,-77,0,0,0
11200,566,789,436,-1900,-2209,-2817,-619,284,-11,0,0,0
11233,589,778,340,-1277,-2314,-2435,-638,229,50,0,0,0
11267,691,851,136,-1139,-2198,-1980,-650,176,113,0,0,0
11300,847,857,-6,-1335,-1742,-1449,-649,137,160,0,0,0
11333,921,775,62,-1277,-1138,-1007,-647,112,194,0,0,0
11367,980,723,42,-978,-775,-570,-645,90,218,0,0,0
11400,954,767,128,-1023,-508,-181,-642,78,236,0,0,0
11433,927,673,188,-873,-563,43,-626,70,246,0,0,0
11467,867,629,202,-517,-543,238,-622,68,261,0,0,0
11500,854,608,233,-481,-594,433,-626,73,276,0,0,0
11533,862,580,200,-574,-507,608,-618,79,293,0,0,0
11567,840,483,186,-478,-413,662,-612,85,303,0,0,0
11600,800,445,137,-168,-294,638,-598,102,311,0,0,0
11633,787,425,68,41,-176,635,-593,114,317,0,0,0
11667,811,394,-12,233,-63,585,-595,125,320,0,0,0
11700,868,440,-115,597,89,488,-593,140,317,0,0,0
11733,834,484,-138,1156,339,466,-592,156,307,0,0,0
11767,867,562,-179,1623,419,522,-593,180,288,0,0,0
11800,927,662,-205,1833,516,695,-594,207,267,0,0,0
11833,942,663,-220,2815,589,826,-596,234,238,0,0,0
11867,990,810,-225,3717,706,976,-597,272,197,0,0,0
11900,975,930,-196,3991,1025,1181,-594,309,140,0,0,0
11933,941,1083,-193,4660,1479,1438,-582,348,60,0,0,0
11967,789,1243,-216,5086,2068,1782,-566,381,-34,0,0,0
12000,667,1306,-125,5337,2492,1964,-544,402,-135,0,0,0
12033,613,1433,-77,5497,2838,2279,-501,405,-253,0,0,0
12067,402,1417,16,5846,3389,2672,-432,387,-380,0,0,0
12100,242,1312,69,5653,4154,2829,-322,339,-515,0,0,0
12133,187,1175,152,4450,5589,3063,-184,276,-617,0,0,0
12167,-468,299,935,2896,7077,3206,-25,219,-671,0,0,0
12200,-337,-511,1584,-4248,-2984,-1815,-4,279,-649,0,0,0
12233,1877,-910,92,276,977,1083,4,323,-626,0,0,0
12267,997,274,185,1911,610,-825,41,274,-637,0,0,0
12300,831,797,334,-1161,-91,-267,37,278,-638,0,0,0
12333,682,4,554,-61,-329,210,23,292,-640,0,0,0
12367,613,78,798,604,-79,377,20,277,-646,0,0,0
12400,784,-25,775,-61,-4,324,23,272,-647,0,0,0
12433,845,-20,605,-7,-85,150,30,287,-636,0,0,0
12467,804,50,607,48,-76,47,26,285,-635,0,0,0
12500,668,99,767,43,-50,9,23,275,-645,0,0,0
12533,691,71,759,28,-158,33,19,275,-645,0,0,0
12567,725,44,677,-44,-137,8,17,274,-645,0,0,0
12600,722,37,659,-178,-99,-63,14,282,-639,0,0,0
12633,673,32,687,-204,-161,-156,10,289,-635,0,0,0
12667,658,59,711,-67,-250,-265,0,287,-639,0,0,0
12700,671,64,720,-67,-358,-362,-10,283,-636,0,0,0
12733,622,76,761,-193,-441,-423,-23,287,-636,0,0,0
12767,621,77,781,-573,-465,-574,-45,299,-628,0,0,0
12800,603,4,784,-776,-617,-853,-69,312,-620,0,0,0
12833,606,32,731,-852,-631,-1014,-88,321,-609,0,0,0
12867,619,67,701,-995,-617,-1328,-117,333,-595,0,0,0
12900,609,93,645,-1120,-660,-1703,-151,343,-580,0,0,0
12933,556,132,502,-1182,-556,-2065,-196,356,-559,0,0,0
12967,512,174,419,-1270,-223,-2488,-235,358,-541,0,0,0
13000,458,238,401,-1197,189,-2911,-262,352,-528,0,0,0
13033,402,291,353,-900,483,-3334,-293,334,-518,0,0,0
13067,361,279,290,-345,787,-3875,-322,300,-521,0,0,0
13100,246,347,343,69,934,-4592,-358,243,-530,0,0,0
13133,157,467,373,128,1054,-5250,-376,176,-542,0,0,0
13167,27,638,368,15,1079,-5736,-370,106,-557,0,0,0
13200,-79,807,375,108,1332,-5983,-360,31,-574,0,0,0
13233,-247,967,457,386,1596,-5744,-328,-43,-594,0,0,0
13267,-406,1124,496,267,1819,-5525,-286,-111,-617,0,0,0
13300,-599,1132,530,153,2077,-5093,-225,-154,-644,0,0,0
13333,-844,886,591,907,2171,-4953,-158,-190,-662,0,0,0
13367,-1454,1194,709,1232,1703,-5037,-86,-235,-679,0,0,0
13400,-1245,1323,641,208,1087,-3849,-32,-256,-694,0,0,0
13433,-868,919,499,-294,968,-2260,22,-252,-713,0,0,0
13467,-810,779,384,-475,1066,-936,58,-244,-735,0,0,0
13500,-781,777,344,-1188,1421,-78,74,-226,-753,0,0,0
13533,-827,794,362,-2231,1648,662,111,-188,-774,0,0,0
13567,-823,438,421,-2273,1736,707,148,-142,-792,0,0,0
13600,-836,469,576,-1693,1366,648,198,-102,-802,0,0,0
13633,-881,383,557,-1190,897,885,219,-88,-806,0,0,0
13667,-898,346,479,-842,651,979,226,-84,-803,0,0,0
13700,-933,402,432,-932,547,1142,235,-78,-794,0,0,0
13733,-928,355,379,-941,394,1135,241,-69,-785,0,0,0
13767,-903,315,330,-730,232,952,248,-69,-768,0,0,0
13800,-904,320,316,-483,80,769,247,-64,-759,0,0,0
13833,-896,339,299,-284,-29,657,242,-57,-753,0,0,0
13867,-895,354,278,-214,-16,594,239,-61,-748,0,0,0
13900,-898,358,277,-194,15,411,237,-60,-740,0,0,0
13933,-870,380,279,-195,35,252,234,-59,-738,0,0,0
13967,-846,391,261,-103,37,168,234,-61,-735,0,0,0
14000,-835,419,259,-95,72,143,237,-57,-734,0,0,0
14033,-839,444,280,-106,107,66,240,-56,-733,0,0,0
14067,-843,441,298,-28,98,45,242,-56,-734,0,0,0
14100,-842,454,305,54,67,-3,242,-61,-735,0,0,0
14133,-837,462,316,71,92,-14,244,-62,-734,0,0,0
14167,-837,476,332,41,93,-50,247,-62,-736,0,0,0
14200,-828,473,333,30,80,-37,251,-64,-738,0,0,0
14233,-814,473,329,64,59,-72,250,-65,-739,0,0,0
14267,-814,498,337,29,36,-70,252,-68,-740,0,0,0
14300,-820,492,332,15,-19,-80,251,-66,-740,0,0,0
14333,-824,489,321,21,-31,-33,253,-64,-741,0,0,0
14367,-824,483,308,40,-71,34,251,-65,-740,0,0,0
