Time (ms),Accelerometer X (mGal),Accelerometer Y (mGal),Accelerometer Z (mGal),Gyro X,Gyro Y,Gyro Z,Magnetic X,Magnetic Y,Magnetic Z,Locomotion,Arm Motion,Arm Object
1867,936,831,-391,-746,478,-3460,-506,294,421,0,0,0
1900,1026,1136,-130,-605,777,-2249,-541,238,413,0,0,0
1933,1077,1086,-12,-232,751,-1064,-566,203,399,0,0,0
1967,1109,891,1,867,477,-228,-572,196,372,0,0,0
2000,1199,755,-13,1568,294,256,-575,212,357,0,0,0
2033,1067,612,87,2311,81,603,-584,241,345,0,0,0
2067,995,625,104,2813,-195,569,-580,279,323,0,0,0
2100,926,657,114,3545,-310,625,-576,319,296,0,0,0
2133,946,774,69,4969,-447,694,-554,375,245,0,0,0
2167,1024,939,-62,5992,-226,971,-542,426,176,0,0,0
2200,1064,1043,-136,6487,405,1484,-534,469,91,0,0,0
2233,1021,1118,-170,6781,1124,1959,-505,504,-33,0,0,0
2267,1002,1171,-155,6353,1649,2282,-462,516,-172,0,0,0
2300,919,1336,-372,6670,2147,2591,-384,503,-332,0,0,0
2333,659,1378,-417,7921,3168,3042,-294,441,-486,0,0,0
2367,27,1031,-37,7767,5227,3347,-183,328,-616,0,0,0
2400,96,-223,98,4748,7389,2779,3,202,-694,0,0,0
2433,664,-1406,-52,-4136,-1083,-3571,15,254,-676,0,0,0
2467,1867,-1128,1283,-233,2536,-176,81,279,-660,0,0,0
2500,547,868,749,1550,1270,-229,117,237,-674,0,0,0
2533,869,141,376,-901,114,-597,115,271,-658,0,0,0
2567,683,-62,558,-444,-289,-278,107,289,-649,0,0,0
2600,643,2,732,-133,-230,14,99,293,-651,0,0,0
2633,784,-98,551,-191,51,132,94,275,-660,0,0,0
2667,818,-224,559,-56,138,53,99,278,-658,0,0,0
2700,807,-164,635,-45,52,-79,101,296,-649,0,0,0
2733,764,-138,643,18,-84,-152,98,297,-649,0,0,0
2767,757,-102,618,95,-31,-31,96,295,-650,0,0,0
2800,746,-44,645,14,-39,30,93,281,-657,0,0,0
2833,765,-82,621,23,-89,123,95,282,-658,0,0,0
2867,791,-151,608,37,-43,136,93,290,-654,0,0,0
2900,768,-170,631,94,-64,76,94,288,-655,0,0,0
2933,769,-159,602,60,-54,41,93,286,-656,0,0,0
2967,777,-191,565,45,-87,-93,87,278,-659,0,0,0
3000,784,-215,522,131,-34,-303,82,277,-662,0,0,0
3033,741,-160,560,50,86,-403,81,281,-660,0,0,0
3067,735,-108,624,7,225,-389,79,279,-660,0,0,0
3100,731,-91,695,-6,189,-428,80,281,-660,0,0,0
3133,700,-62,748,-158,10,-470,75,282,-660,0,0,0
3167,629,-60,913,-558,-83,-476,68,291,-657,0,0,0
3200,526,-109,1031,-1108,-199,-440,63,310,-647,0,0,0
3233,448,-129,1025,-1508,-190,-447,50,343,-632,0,0,0
3267,423,-198,1043,-1958,-123,-671,39,379,-609,0,0,0
3300,425,-280,1069,-2342,-297,-1202,14,428,-577,0,0,0
3333,468,-215,973,-2844,-410,-1830,-22,477,-534,0,0,0
3367,496,-130,851,-3471,-317,-2436,-58,524,-484,0,0,0
3400,524,-6,832,-3931,-151,-3132,-118,568,-411,0,0,0
3433,529,162,829,-3901,-130,-3747,-190,596,-334,0,0,0
3467,533,430,843,-4200,-269,-4342,-303,603,-245,0,0,0
3500,508,697,828,-4656,-507,-4703,-400,578,-154,0,0,0
3533,529,860,737,-4750,-626,-4687,-473,530,-63,0,0,0
3567,511,914,722,-3947,-844,-4446,-548,457,19,0,0,0
3600,510,1048,681,-3249,-1243,-4082,-605,370,86,0,0,0
3633,561,1037,418,-2788,-1630,-3728,-653,268,155,0,0,0
3667,681,966,70,-1804,-1535,-3206,-673,184,207,0,0,0
3700,904,924,-148,-633,-1023,-2387,-682,125,240,0,0,0
3733,1104,1004,-312,-339,-389,-1716,-688,82,254,0,0,0
3767,1049,1030,-271,-377,213,-946,-696,51,253,0,0,0
3800,1052,975,-171,653,444,-334,-687,38,242,0,0,0
3833,977,930,-48,1993,468,228,-691,49,229,0,0,0
3867,892,901,48,2419,312,500,-707,71,216,0,0,0
3900,874,989,33,2256,443,811,-706,99,200,0,0,0
3933,807,991,75,2547,779,1219,-706,134,175,0,0,0
3967,764,1091,168,2714,997,1621,-688,184,140,0,0,0
4000,795,1143,233,2859,1080,2137,-676,236,99,0,0,0
4033,909,1177,182,3517,1222,2748,-671,288,50,0,0,0
4067,886,1303,160,4184,1464,3389,-636,354,-22,0,0,0
4100,788,1294,142,4675,1656,3896,-582,416,-109,0,0,0
4133,747,1403,51,4856,1547,4089,-489,472,-215,0,0,0
4167,693,1588,-127,5124,1707,4415,-400,498,-319,0,0,0
4200,376,1521,-276,5753,3042,5069,-304,487,-433,0,0,0
4233,-120,1058,-115,4812,5223,5320,-140,439,-551,0,0,0
4267,-887,468,238,2049,7675,5292,81,381,-602,0,0,0
4300,-1767,-590,1638,-1350,-2956,-5499,144,416,-568,0,0,0
4333,1889,-773,-1390,-1262,1458,1861,161,479,-516,0,0,0
4367,335,303,1054,2221,1075,-479,196,450,-529,0,0,0
4400,727,285,697,-905,-37,-424,196,446,-531,0,0,0
4433,780,-387,636,-553,-59,10,188,468,-517,0,0,0
4467,624,-237,895,311,-252,-14,181,435,-547,0,0,0
4500,765,-287,682,-123,-132,83,180,434,-550,0,0,0
4533,750,-364,625,-286,-155,-66,179,459,-526,0,0,0
4567,693,-284,649,-71,-252,-155,172,463,-525,0,0,0
4600,649,-240,674,90,-237,-90,166,463,-528,0,0,0
4633,675,-248,637,225,-268,20,160,447,-542,0,0,0
4667,674,-264,583,324,-215,57,157,442,-547,0,0,0
4700,665,-222,591,435,-76,84,156,445,-546,0,0,0
4733,638,-216,589,568,-26,98,156,433,-554,0,0,0
4767,637,-234,652,597,-67,95,152,423,-564,0,0,0
4800,676,-247,647,567,-81,-44,154,403,-578,0,0,0
4833,688,-249,657,466,10,-55,153,393,-586,0,0,0
4867,641,-268,712,347,29,-188,150,392,-587,0,0,0
4900,640,-264,735,266,14,-335,145,385,-593,0,0,0
4933,596,-249,795,31,-28,-526,139,385,-594,0,0,0
4967,556,-247,738,-129,23,-676,124,386,-596,0,0,0
5000,502,-329,760,-126,164,-841,119,391,-593,0,0,0
5033,477,-289,763,-202,148,-1135,109,399,-589,0,0,0
5067,473,-198,749,-436,251,-1470,90,410,-585,0,0,0
5100,445,-162,768,-584,310,-1727,71,424,-577,0,0,0
5133,389,-115,904,-552,269,-2016,40,436,-568,0,0,0
5167,384,-25,941,-737,131,-2436,6,450,-558,0,0,0
5200,365,71,1001,-1163,120,-2772,-26,462,-544,0,0,0
5233,327,103,1115,-1548,-191,-3263,-83,479,-521,0,0,0
5267,310,165,1060,-1879,-627,-3872,-153,491,-492,0,0,0
5300,268,330,960,-2003,-940,-4621,-257,488,-454,0,0,0
5333,240,511,1003,-1818,-1336,-5056,-357,466,-414,0,0,0
5367,224,819,910,-1714,-1757,-5127,-439,422,-371,0,0,0
5400,236,1040,854,-1662,-2272,-5070,-532,355,-318,0,0,0
5433,286,1149,646,-1393,-2699,-4703,-607,279,-255,0,0,0
5467,390,1145,416,-661,-2933,-4008,-675,185,-186,0,0,0
5500,425,1123,218,-71,-3039,-3509,-711,104,-119,0,0,0
5533,466,1121,13,366,-2949,-2974,-731,42,-53,0,0,0
5567,504,1236,-202,686,-2584,-2174,-740,-16,7,0,0,0
5600,595,1215,-336,1017,-1921,-1220,-742,-52,59,0,0,0
5633,671,1230,-404,881,-1180,-461,-723,-71,98,0,0,0
5667,769,1206,-500,289,-193,122,-721,-72,113,0,0,0
5700,786,1145,-447,157,1031,724,-738,-61,103,0,0,0
5733,653,1187,-259,572,1796,1312,-743,-35,69,0,0,0
5767,591,1189,-77,1090,2020,1860,-744,1,22,0,0,0
5800,613,1239,-10,1391,1935,2317,-721,53,-32,0,0,0
5833,649,1216,49,1823,1849,2736,-708,111,-78,0,0,0
5867,676,1272,118,2391,1854,3321,-702,167,-119,0,0,0
5900,706,1234,168,2934,1786,3695,-667,232,-175,0,0,0
5933,661,1257,226,3607,1615,3948,-621,289,-236,0,0,0
5967,569,1376,196,4112,1283,4069,-546,338,-311,0,0,0
6000,577,1394,27,4204,1119,4183,-479,366,-378,0,0,0
6033,439,1392,-262,5027,1226,4114,-425,371,-448,0,0,0
6067,268,1332,-416,6250,1851,3926,-348,326,-540,0,0,0
6100,-43,1217,-455,6514,3984,3617,-243,232,-636,0,0,0
6133,-530,261,386,4553,6916,2975,-63,115,-713,0,0,0
6167,-649,-1595,1510,-5697,-3192,-1374,-43,157,-706,0,0,0
6200,1706,-1804,483,153,2364,1248,14,198,-697,0,0,0
6233,865,782,102,1787,-110,-362,29,143,-712,0,0,0
6267,1053,475,206,-708,-288,-104,19,143,-715,0,0,0
6300,798,-33,671,-58,-252,394,-23,191,-695,0,0,0
6333,953,-236,504,21,80,532,-22,190,-696,0,0,0
6367,865,-144,462,-170,-24,175,7,164,-705,0,0,0
6400,832,-125,521,-173,-5,67,6,167,-705,0,0,0
6433,836,-179,488,-144,-55,-155,4,172,-702,0,0,0
6467,848,-86,488,-46,-34,-236,-15,191,-696,0,0,0
6500,861,-17,479,-5,32,-126,-15,192,-695,0,0,0
6533,848,-35,470,-53,53,-31,-2,181,-700,0,0,0
6567,868,-82,472,17,41,-5,-2,180,-699,0,0,0
6600,873,-65,500,28,68,-33,-1,179,-700,0,0,0
6633,852,-78,474,19,96,-44,-8,188,-698,0,0,0
6667,854,-65,482,-13,194,-73,-4,186,-697,0,0,0
6700,869,-79,497,-116,285,-25,7,181,-700,0,0,0
6733,845,-92,524,33,260,-81,14,185,-700,0,0,0
6767,811,-43,583,105,129,-88,15,181,-701,0,0,0
6800,794,-22,626,-33,-26,-120,12,184,-698,0,0,0
6833,798,-90,638,-61,-150,-166,8,187,-699,0,0,0
6867,717,-115,705,-181,-167,-278,6,185,-699,0,0,0
6900,518,-111,827,-543,-190,-527,-2,193,-697,0,0,0
6933,382,-74,981,-957,-275,-755,-15,213,-689,0,0,0
6967,382,-91,976,-1429,-284,-1123,-37,243,-678,0,0,0
7000,323,-175,1017,-1992,-356,-1812,-62,281,-659,0,0,0
7033,299,-116,1074,-2581,-587,-2705,-89,322,-638,0,0,0
7067,318,63,968,-3332,-812,-3747,-147,366,-596,0,0,0
7100,290,257,907,-4124,-898,-4764,-227,406,-537,0,0,0
7133,203,642,907,-4424,-1061,-5595,-351,429,-460,0,0,0
7167,166,1012,734,-4586,-1034,-5905,-455,414,-381,0,0,0
7200,37,1358,655,-4812,-650,-5934,-522,372,-312,0,0,0
7233,47,1608,704,-5084,-106,-5724,-592,310,-252,0,0,0
7267,229,1551,673,-4658,182,-5251,-642,238,-213,0,0,0
7300,269,1494,709,-3858,-84,-4768,-685,151,-184,0,0,0
7333,368,1322,639,-2501,-555,-4101,-709,76,-163,0,0,0
7367,597,1222,413,-227,-803,-3194,-722,13,-147,0,0,0
7400,903,1303,319,1294,-879,-1923,-733,-45,-129,0,0,0
7433,1038,1398,287,1396,-787,-684,-741,-78,-107,0,0,0
7467,965,1359,281,1275,-641,376,-727,-93,-87,0,0,0
7500,868,1154,309,1840,-452,1335,-727,-75,-69,0,0,0
7533,720,1054,363,2464,-319,1960,-748,-40,-54,0,0,0
7567,648,1107,323,2399,-154,2254,-747,4,-47,0,0,0
7600,570,1138,300,2044,198,2541,-740,54,-48,0,0,0
7633,533,1095,373,2227,527,2867,-709,117,-61,0,0,0
7667,583,1133,323,2836,800,3139,-690,177,-85,0,0,0
7700,607,1388,355,3191,1273,3777,-677,236,-125,0,0,0
7733,618,1274,372,3445,1430,4368,-632,307,-182,0,0,0
7767,539,1191,271,4202,1390,4677,-567,369,-252,0,0,0
7800,467,1224,126,4453,1270,4634,-467,415,-338,0,0,0
7833,448,1257,-148,4749,1524,4575,-383,426,-425,0,0,0
7867,122,1253,-220,5222,2455,4554,-300,407,-513,0,0,0
7900,-229,1090,-470,5495,4283,4344,-169,339,-610,0,0,0
7933,-677,390,143,5234,6198,3702,3,230,-680,0,0,0
7967,-1757,-968,1559,346,-2080,-625,90,157,-705,0,0,0
8000,1564,-241,-1362,-1172,-401,1055,21,219,-692,0,0,0
8033,937,-287,439,2486,897,-353,57,187,-695,0,0,0
8067,1261,280,497,-583,503,-184,70,174,-699,0,0,0
8100,905,117,642,-913,-177,-102,71,195,-691,0,0,0
8133,701,86,727,224,-361,252,48,199,-698,0,0,0
8167,718,-24,552,26,-53,250,45,197,-697,0,0,0
8200,778,-20,560,-324,-1,33,57,202,-691,0,0,0
8233,817,23,582,-15,-162,37,54,206,-691,0,0,0
8267,831,22,613,45,-195,37,48,204,-692,0,0,0
8300,845,8,576,16,-124,77,39,202,-694,0,0,0
8333,816,0,613,46,-76,92,39,200,-694,0,0,0
8367,803,8,596,-18,-55,101,40,202,-692,0,0,0
8400,789,17,584,-49,-15,89,41,201,-692,0,0,0
8433,761,2,583,47,-77,135,40,202,-693,0,0,0
8467,763,-8,561,147,-170,40,35,199,-694,0,0,0
8500,774,19,529,123,-168,-59,29,197,-696,0,0,0
8533,789,38,564,221,-54,-6,28,193,-696,0,0,0
8567,826,26,584,244,28,24,26,187,-699,0,0,0
8600,835,11,606,163,93,28,30,181,-700,0,0,0
8633,817,3,627,57,113,68,32,177,-703,0,0,0
8667,760,-32,668,-45,123,-48,34,177,-702,0,0,0
8700,640,-110,747,-323,23,-328,36,181,-699,0,0,0
8733,548,-175,793,-861,-168,-1053,28,196,-695,0,0,0
8767,422,-134,888,-1856,-388,-1690,6,231,-682,0,0,0
8800,303,-165,955,-1986,-399,-2069,-29,279,-665,0,0,0
8833,237,-210,1030,-1123,-647,-2689,-70,307,-647,0,0,0
8867,265,71,927,-1280,-730,-3122,-107,322,-632,0,0,0
8900,324,244,918,-2245,-727,-3548,-166,341,-607,0,0,0
8933,367,412,849,-2949,-771,-4111,-230,364,-569,0,0,0
8967,356,571,801,-3217,-754,-4528,-324,369,-524,0,0,0
9000,325,770,783,-3233,-739,-4877,-400,365,-473,0,0,0
9033,253,972,827,-2998,-819,-4913,-454,348,-425,0,0,0
9067,201,1130,825,-2803,-1212,-4839,-523,305,-379,0,0,0
9100,165,1250,712,-2841,-1582,-4651,-585,253,-327,0,0,0
9133,144,1227,605,-2344,-1937,-4314,-646,177,-272,0,0,0
9167,113,1183,571,-1648,-2187,-3875,-686,110,-218,0,0,0
9200,189,1340,472,-1647,-2177,-3231,-712,54,-167,0,0,0
9233,407,1173,346,-1148,-1786,-2556,-730,-1,-120,0,0,0
9267,600,1094,269,-6,-1352,-1674,-740,-45,-86,0,0,0
9300,763,1154,188,421,-928,-980,-730,-82,-57,0,0,0
9333,859,1202,96,317,-460,-344,-732,-98,-42,0,0,0
9367,868,1166,100,620,-16,424,-745,-92,-33,0,0,0
9400,770,1196,205,1069,262,1141,-749,-75,-34,0,0,0
9433,664,1188,290,1328,313,1750,-748,-42,-37,0,0,0
9467,612,1206,326,1696,288,2330,-727,4,-50,0,0,0
9500,574,1336,351,1925,343,2993,-717,63,-57,0,0,0
9533,573,1352,447,2284,177,3667,-722,130,-61,0,0,0
9567,652,1308,387,3090,56,4387,-696,214,-73,0,0,0
9600,632,1199,364,4293,118,4827,-652,300,-105,0,0,0
9633,597,1300,238,5034,103,4897,-570,388,-168,0,0,0
9667,622,1327,-31,5749,270,4882,-500,442,-243,0,0,0
9700,276,1453,-215,6458,1011,4789,-433,460,-339,0,0,0
9733,-51,1359,-348,7176,2252,4423,-333,427,-467,0,0,0
9767,-367,1130,-207,7643,4636,3885,-206,326,-600,0,0,0
9800,-567,-161,441,5926,6860,3053,-17,179,-707,0,0,0
9833,654,-1761,-58,-5212,-3015,-1160,-48,217,-692,0,0,0
9867,1476,-1194,860,2098,1900,-211,6,203,-692,0,0,0
9900,1278,799,18,151,695,-548,28,165,-703,0,0,0
9933,1090,227,259,-831,-117,-117,28,190,-698,0,0,0
9967,790,-130,736,972,-216,476,-15,204,-689,0,0,0
10000,783,-161,524,-246,142,421,-13,199,-690,0,0,0
10033,822,-236,511,-73,202,40,22,181,-698,0,0,0
10067,843,-136,514,150,-57,-205,19,179,-700,0,0,0
10100,860,-29,511,-22,-68,-305,17,176,-701,0,0,0
10133,852,-2,562,-67,3,-224,-3,197,-693,0,0,0
10167,857,27,538,52,14,-79,-6,197,-693,0,0,0
10200,876,43,502,35,100,163,8,183,-699,0,0,0
10233,849,-29,541,30,45,199,11,183,-697,0,0,0
10267,836,-55,560,76,-17,227,10,181,-700,0,0,0
10300,822,-69,546,67,-48,155,5,187,-696,0,0,0
10333,843,-67,539,109,-10,91,3,185,-697,0,0,0
10367,848,-38,529,-15,48,99,10,178,-700,0,0,0
10400,850,-48,488,-54,81,72,12,179,-699,0,0,0
10433,840,-39,521,-40,39,50,14,178,-697,0,0,0
10467,831,-60,555,76,-40,61,9,183,-698,0,0,0
10500,821,-73,543,134,-104,47,7,181,-698,0,0,0
10533,831,-65,516,56,-67,67,10,176,-699,0,0,0
10567,836,-52,518,73,-44,41,8,174,-700,0,0,0
10600,824,-70,548,27,4,38,7,173,-700,0,0,0
10633,809,-73,564,-28,45,-10,4,176,-700,0,0,0
10667,728,-52,636,-75,100,-56,6,176,-699,0,0,0
10700,690,-25,665,-307,179,-174,11,179,-700,0,0,0
10733,660,-70,658,-483,146,-297,13,189,-696,0,0,0
10767,633,-88,613,-494,145,-516,12,201,-693,0,0,0
10800,604,-52,545,-559,199,-843,6,214,-688,0,0,0
10833,524,-69,534,-434,371,-1221,4,225,-683,0,0,0
10867,480,-61,491,-288,532,-1731,5,233,-680,0,0,0
10900,468,-73,428,-186,859,-2540,3,236,-678,0,0,0
10933,441,-70,320,181,1308,-3417,2,233,-680,0,0,0
10967,348,-20,268,799,1743,-4375,-13,216,-685,0,0,0
11000,253,83,162,1502,2104,-5207,-6,183,-697,0,0,0
11033,96,189,39,1798,2603,-5921,27,144,-707,0,0,0
11067,-164,382,130,1485,2954,-6581,63,108,-716,0,0,0
11100,-383,800,337,657,2946,-6721,105,98,-718,0,0,0
11133,-572,1156,585,66,2772,-6120,133,112,-718,0,0,0
11167,-741,1023,491,508,2825,-5835,164,141,-713,0,0,0
11200,-1110,1118,573,1334,2980,-5353,200,159,-711,0,0,0
11233,-1588,1070,527,2384,2569,-5257,227,153,-719,0,0,0
11267,-1794,1261,461,3044,1880,-4741,239,122,-743,0,0,0
11300,-1403,1282,344,2510,1217,-2695,250,65,-779,0,0,0
11333,-1074,382,1310,4521,1040,-1250,272,-12,-812,0,0,0
11367,-1161,1180,1036,3570,-163,207,262,-132,-835,0,0,0
11400,-821,993,122,789,121,611,265,-180,-841,0,0,0
11433,-694,889,275,-2164,9,572,268,-146,-846,0,0,0
11467,-684,475,-82,-2080,328,552,293,-107,-839,0,0,0
11500,-777,435,-132,-1323,614,545,307,-66,-824,0,0,0
11533,-967,354,191,-1365,458,616,310,-15,-815,0,0,0
11567,-1025,108,340,-895,-19,350,313,7,-806,0,0,0
11600,-980,85,168,-174,-104,157,310,14,-802,0,0,0
11633,-986,173,135,444,-167,-46,311,-11,-802,0,0,0
11667,-946,281,124,813,-261,-141,308,-26,-811,0,0,0
11700,-920,374,103,795,-144,-260,304,-24,-819,0,0,0
11733,-909,411,132,752,-79,-302,301,-38,-830,0,0,0
11767,-898,473,172,839,-139,-225,303,-54,-839,0,0,0
11800,-868,518,182,700,-106,-199,302,-83,-848,0,0,0
11833,-825,495,208,446,-108,-219,300,-94,-853,0,0,0
11867,-827,478,217,322,-84,-251,297,-86,-857,0,0,0
11900,-865,502,188,242,-90,-298,295,-88,-860,0,0,0
11933,-881,498,190,38,-35,-264,291,-83,-861,0,0,0
11967,-883,452,208,-147,59,-255,293,-81,-859,0,0,0
12000,-888,411,212,-249,109,-302,292,-70,-856,0,0,0
12033,-916,370,235,-200,115,-356,294,-56,-854,0,0,0
12067,-939,407,293,-165,-43,-395,291,-44,-851,0,0,0
12100,-928,345,197,-202,-133,-445,286,-30,-849,0,0,0
12133,-960,296,256,-215,-150,-476,280,-19,-848,0,0,0
12167,-939,261,165,53,-103,-529,275,-9,-847,0,0,0
12200,-929,349,110,308,27,-345,272,-7,-846,0,0,0
12233,-932,348,216,-32,8,-302,271,-7,-846,0,0,0
12267,-949,283,247,-160,-50,-284,271,0,-846,0,0,0
12300,-943,243,216,-61,-84,-256,268,4,-845,0,0,0
12333,-943,236,220,40,-102,-273,263,8,-845,0,0,0
12367,-923,244,228,218,-132,-218,259,13,-847,0,0,0
12400,-911,239,237,369,-187,-177,255,7,-848,0,0,0
12433,-902,269,240,553,-187,-138,248,-2,-853,0,0,0
12467,-883,305,250,615,-224,-140,245,-22,-859,0,0,0
12500,-816,305,228,588,-155,-28,241,-35,-867,0,0,0
12533,-746,306,203,691,-95,130,235,-49,-872,0,0,0
12567,-740,371,174,680,18,220,238,-70,-878,0,0,0
12600,-686,439,183,309,46,406,241,-85,-885,0,0,0
12633,-879,379,84,158,216,346,248,-93,-891,0,0,0
12667,-1310,556,171,125,324,15,261,-98,-894,0,0,0
12700,-1312,569,244,-533,241,189,266,-98,-895,0,0,0
12733,-1092,269,395,-956,59,514,267,-81,-894,0,0,0
12767,-896,134,296,-960,-199,654,260,-64,-885,0,0,0
12800,-801,117,99,-613,-94,406,255,-46,-877,0,0,0
12833,-831,199,55,-260,86,78,257,-38,-871,0,0,0
12867,-906,238,115,-41,208,-25,259,-35,-872,0,0,0
12900,-971,256,225,134,191,-49,265,-38,-873,0,0,0
12933,-972,274,268,222,57,-91,268,-43,-877,0,0,0
12967,-928,307,205,315,6,-91,273,-54,-880,0,0,0
13000,-912,369,179,226,48,-27,274,-59,-882,0,0,0
13033,-907,385,185,-4,97,4,275,-58,-883,0,0,0
13067,-912,378,211,-125,112,89,275,-57,-882,0,0,0
13100,-960,361,231,-202,88,89,276,-54,-882,0,0,0
13133,-964,335,241,-327,-15,114,278,-50,-879,0,0,0
13167,-930,295,204,-289,-33,81,277,-42,-877,0,0,0
13200,-911,291,172,-181,64,104,276,-37,-875,0,0,0
13233,-920,307,174,-105,26,53,275,-33,-873,0,0,0
13267,-934,322,198,-51,26,42,277,-33,-873,0,0,0
13300,-932,328,226,-53,-32,-13,275,-33,-875,0,0,0
13333,-924,341,224,-69,-29,-8,275,-30,-875,0,0,0
13367,-920,344,201,-144,4,42,275,-28,-872,0,0,0
13400,-923,338,192,-154,16,16,274,-25,-872,0,0,0
13433,-914,329,192,-145,58,31,275,-17,-871,0,0,0
13467,-911,325,194,-143,33,-8,278,-16,-869,0,0,0
13500,-922,315,204,-171,62,-5,278,-14,-869,0,0,0
13533,-932,303,201,-170,66,-50,280,-7,-869,0,0,0
13567,-935,298,189,-118,76,-14,282,-5,-868,0,0,0
13600,-933,298,184,-104,57,-5,282,-2,-868,0,0,0
13633,-940,286,198,-14,5,-61,283,3,-867,0,0,0
13667,-944,294,204,45,6,-79,285,2,-867,0,0,0
13700,-940,313,204,43,23,-81,285,2,-867,0,0,0
13733,-937,308,219,38,-8,-30,284,2,-869,0,0,0
13767,-963,300,231,37,-19,-81,282,5,-868,0,0,0
13800,-1000,303,247,45,-49,-137,281,3,-872,0,0,0
13833,-996,287,254,11,-88,-128,279,6,-870,0,0,0
13867,-960,289,241,34,-108,-155,275,7,-871,0,0,0
13900,-920,293,239,3,-76,-230,273,6,-871,0,0,0
13933,-907,289,223,-108,-41,-262,269,10,-870,0,0,0
13967,-891,279,223,-151,-29,-270,263,16,-870,0,0,0
14000,-893,268,235,-183,6,-238,261,24,-864,0,0,0
14033,-904,250,233,-174,3,-182,260,32,-861,0,0,0
14067,-910,236,235,-101,20,-202,258,36,-859,0,0,0
14100,-922,223,246,19,52,-177,257,41,-860,0,0,0
14133,-910,230,259,264,6,-138,255,39,-860,0,0,0
14167,-898,275,268,380,-3,-70,257,34,-862,0,0,0
14200,-841,309,262,363,-81,13,254,25,-864,0,0,0
